id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos,emIngles
tt13535454,Gabriel's Inferno: Part Two,Gabriel's Inferno: Part Two,2020,106,Romance,6.4,1139,actor,Simon Talbot,Rhett Wellington Ramirez,N,N,"actor,writer,producer","tt10323338,tt7671068,tt15669052,tt1845307",True
tt13535456,Gabriel's Inferno: Part Three,Gabriel's Inferno: Part Three,2020,102,Romance,6.5,1150,actor,Tom Mitchell,Kurt McKinney,1962,N,"actor,producer","tt5180144,tt0089695,tt0117803,tt0056758",True
tt13549412,Madarangi,Madarangi,2013,144,Romance,4.4,6,actor,N,Achyuth Kumar,1966,N,actor,"tt2358592,tt7838252,tt15327088,tt6148156",False
tt13594078,Ketugadu,Ketugadu,2015,127,Romance,8.7,55,actress,N,Snigdha Akolkar,N,N,actress,"tt8686220,tt13594078,tt1784552,tt8790150",False
tt13781030,WTFry,WTFry,2021,49,Romance,5.9,119,actor,Johny,Sakib Bin Rashid,N,N,actor,N,True
tt13801458,Vaahlam Jaao Ne,Vaahlam Jaao Ne,2022,132,Romance,8.9,203,actor,Mr. Mehta,Tiku Talsania,1954,N,"actor,miscellaneous","tt0109117,tt2377938,tt0238936,tt0329620",False
tt13811150,Jotil Prem,Jotil Prem,2013,163,Romance,6.3,7,actor,N,Md. Jahiduzzaman,N,N,"actor,writer,director","tt7088398,tt7145328,tt13814672,tt13811150",False
tt13841476,Check Mate,Check Mate,2021,97,Romance,4.3,13,actress,N,Deeksha Panth,N,N,actress,"tt7791566,tt13531198,tt1582637,tt21216336",True
tt13841504,Sashi,Sashi,2021,130,Romance,4.6,375,actor,Ajay,Ajay,1978,N,actor,"tt4981966,tt1764622,tt2265381,tt9389998",False
tt13857480,Fine Wine,Fine Wine,2021,100,Romance,7.2,51,actor,Sammy,Baaj Adebule,N,N,actor,"tt18296554,tt8960334,tt23472344,tt18298542",True
tt13876954,Yearning Rose,Yearning Rose,2022,N,Romance,4.2,19,actress,Rose,Delphine Allard,N,N,actress,"tt13876954,tt14319288,tt5751420",True
tt13892546,Klein Karoo 2,Klein Karoo 2,2021,100,Romance,6.2,16,actor,Meyer Labuschagne,Hykie Berg,N,N,actor,"tt4417520,tt2631210,tt1527854,tt3064000",False
tt14045622,Preetam,Preetam,2021,132,Romance,7.3,76,actor,N,Vishwajeet Sunil Palav,N,N,actor,"tt21881450,tt13701810,tt14045622",False
tt14051714,I Missed You,I Missed You,2021,100,Romance,5.8,269,actress,Kuo Chinchin,Eve Ai,N,N,actress,tt14051714,True
tt14059632,A Lot Like Christmas,A Lot Like Christmas,2018,106,Romance,6.2,10,actor,PJSunflowerEarl,Johnathan Robinson,N,N,"editorial_department,miscellaneous,actor","tt14059632,tt10436228,tt7745956,tt2769458",True
tt14087490,Super Heroes: The Movie,Super Heroes: The Movie,2021,80,Romance,7.6,1238,actor,Surfer,Geoffrey Baumann,N,N,"visual_effects,assistant_director,actor","tt1825683,tt9114286,tt0319262,tt1483013",True
tt14111862,Taste of Love,Kwestie van geduld,2022,81,Romance,5.7,64,actor,Bastiaan,Manuel Broekman,1987,N,actor,"tt3180440,tt0475204,tt1736398,tt5004632",False
tt14123898,Hashtag Prem,Hashtag Prem,2021,116,Romance,6.9,8,actor,Malhar Kulkarni,Suyash Tilak,N,N,actor,"tt10885444,tt4373868,tt14123898,tt4580794",False
tt14123982,Free Hit Danka,Free Hit Danka,2021,N,Romance,5.4,18,actress,Dolly,Pranali Sanghmitra Bhagwat,N,N,actress,"tt14123982,tt2141653,tt12554732,tt15364990",False
tt14147982,The Magic,The Magic,2021,106,Romance,8.7,443,actor,David Kane,Kristos Andrews,1990,N,"actor,producer,director","tt14349426,tt1688612,tt12861508,tt16154506",True
tt14190918,She Likes That,Kanojo no sukinamonowa,2021,121,Romance,6.8,74,actress,Kurumi Imamiya,Akana Ikeda,N,N,actress,"tt9816396,tt21080946,tt14190918,tt11908406",False
tt14207306,Christmas Lovers Anonymous,Christmas Lovers Anonymous,2021,N,Romance,4.7,226,actor,Christmas Tree Salesman,Lee John Gilligan,N,N,"actor,miscellaneous,stunts","tt6484002,tt4280606,tt4481514,tt1442437",True
tt14219458,Farm to Fork to Love,Farm to Fork to Love,2021,87,Romance,5.8,397,actress,Alice,Meggan Kaiser,N,N,actress,"tt12921552,tt15289362,tt3584496,tt14219458",True
tt14300376,I Want to Talk About Duras,Vous ne désirez que moi,2021,95,Romance,5.9,139,actor,Yann Andréa,Swann Arlaud,1981,N,"actor,casting_department,director","tt1565958,tt8095860,tt6805302,tt2846892",False
tt14302466,Everything I Like,Everything I Like,2019,146,Romance,6.4,27,actor,N,Esteban Masturini,N,N,"actor,soundtrack","tt5883632,tt1509784,tt2811802,tt5869224",True
tt14398454,Tara vs Bilal,Tara vs Bilal,2022,N,Romance,3.5,179,actress,Tara,Sonia Rathee,N,N,"actress,production_designer,make_up_department","tt8317568,tt8292768,tt14167338,tt14398454",False
tt14417074,Bulutlarin Ardinda,Bulutlarin Ardinda,2017,99,Romance,5.5,16,actress,N,Canan Yavuzaslan,N,N,actress,tt14417074,False
tt14442346,Cabin Connection,Cabin Connection,2022,85,Romance,6.2,130,actor,Cole,Cody Ray Thompson,N,N,"actor,producer,miscellaneous","tt5580390,tt1740299,tt1312171,tt1998372",True
tt14449678,Estoy Cansado de Despertarme Contigo,Estoy Cansado de Despertarme Contigo,2021,N,Romance,6.3,6,actor,Carlos,Emmanuel Okaury,N,N,actor,"tt14449678,tt7261848,tt22166842,tt0499394",False
tt14459796,Acts of Love,Acts of Love,2021,71,Romance,4.9,244,actor,N,Isidore Bethel,N,N,"editor,producer,writer","tt15727294,tt14459796,tt5136682,tt3704008",True
tt14460090,A Playful Romance,A Playful Romance,2021,N,Romance,6.2,82,actress,Regina Caldwell,Maureen Keiller,N,N,actress,"tt1046163,tt7391958,tt0332047,tt1895587",True
tt14496722,Bhokatta,Bhokatta,2019,N,Romance,9.6,6,actor,N,Arun Bannerjee,N,N,"actor,writer","tt7205838,tt4579002,tt3080148,tt0098255",False
tt14502378,Ghost Boyfriend 2,Ghost Boyfriend 2,2017,68,Romance,4.5,7,actor,N,Shao Bing-Bing,N,N,actor,tt14502378,True
tt14514234,77 Heartwarmings,77 Heartwarmings,2021,94,Romance,4.6,75,actress,N,Michelle Wai,1984,N,actress,"tt14387660,tt8490838,tt19029666,tt6754750",True
tt14533622,His Cat,His Cat,2018,60,Romance,6.4,14,actor,Ye Yuwei,Henry Chen,N,N,actor,tt14533622,True
tt14539502,Ghost Boyfriend 3,Ghost Boyfriend 3,2018,76,Romance,5.0,6,actor,N,He Xiaxin,N,N,actor,N,True
tt14546082,Love Will Tear Us Apart,Wo yao wo men zai yi qi,2021,105,Romance,6.3,221,actor,Boss Xu,Jiayi Du,N,N,"actor,director,assistant_director","tt4761696,tt0819785,tt0851532,tt2075232",False
tt14550450,Flowers and Honey,Flowers and Honey,2021,N,Romance,6.0,73,actress,Mrs. Pearl,Erika Bowman,N,N,"actress,camera_department","tt0452046,tt3514324,tt7414406,tt8772296",True
tt14553896,Seandainya Kau Ada,Seandainya Kau Ada,2021,96,Romance,7.0,8,actress,Mak Iskandar,Rozita Che Wan,N,N,actress,"tt1278442,tt1712503,tt14553896,tt1838577",False
tt14612456,Nuvvante Pichhe,Nuvvante Pichhe,2021,102,Romance,9.1,105,actress,Heroine,Sony Reddy,N,N,actress,"tt15242712,tt9633480,tt21844034,tt14612456",False
tt14661276,Ask Me to Dance,Ask Me to Dance,2022,94,Romance,4.8,164,actor,Patrick,Mario Cantone,1959,N,"actor,writer,music_department","tt0119715,tt0423294,tt1261945,tt1000774",True
tt14725096,Northeastern Bro,Northeastern Bro,2021,N,Romance,5.5,6,actor,Yue Gang,Shun Qiao,1984,N,actor,"tt10097484,tt13347818,tt6186248,tt7339584",True
tt14726510,First Love,First Love,2022,96,Romance,4.7,903,actress,Kay Albright,Diane Kruger,1976,N,"actress,producer,camera_department","tt0368891,tt5723272,tt1401152,tt0361748",True
tt14732424,Finding Love in San Antonio,Finding Love in San Antonio,2021,86,Romance,5.9,68,actor,David,George Akram,N,N,"actor,miscellaneous","tt1378167,tt0413573,tt3566726,tt2103188",True
tt14760092,And They May Still Be Alive Today,And They May Still Be Alive Today,2020,73,Romance,4.5,42,actor,Vlad,Bogdan Nechifor,N,N,actor,"tt3784566,tt5821150,tt14760092,tt8886670",True
tt14764886,My Indian Boyfriend,My Indian Boyfriend,2021,121,Romance,5.5,65,actress,Jasmine's Aunt,Pancy Chan,N,N,actress,tt14764886,True
tt14766058,Here and There,Dito at doon,2021,98,Romance,6.6,61,actor,Mark,Victor Anastacio,N,N,"writer,actor","tt14766058,tt0441923,tt5293858,tt10956934",False
tt14773742,Boys,Boys,2021,N,Romance,8.2,6,actor,N,Bamchik Babloo,N,N,actor,"tt14773742,tt8972482",True
tt14799960,A Week in Paradise,A Week in Paradise,2022,95,Romance,4.2,241,actor,Christopher,Jack Donnelly,N,N,actor,"tt6387232,tt20420930,tt2705602,tt3762766",True
tt14813878,Gameboys: The Movie,Gameboys: The Movie,2021,107,Romance,7.7,326,actor,Terrence,Kyle Velino,N,N,actor,"tt0399989,tt14813878,tt10719524,tt12508898",True
tt14818550,Quarantine for Two,Quarantine for Two,2021,85,Romance,7.4,20,actor,Chase,Mason D. Davis,N,N,"actor,writer,producer","tt8814500,tt9747626,tt14025212,tt13491628",True
tt14831708,Diary of a Fleeting Affair,Chronique d'une liaison passagère,2022,100,Romance,7.4,507,actress,Charlotte,Sandrine Kiberlain,1968,N,"actress,director,soundtrack","tt0269329,tt1285246,tt13328732,tt0112951",False
tt14849138,Blue Moon Ball,Blue Moon Ball,2021,95,Romance,5.8,101,actress,Grace Montague,Ashley Newbrough,1987,N,"actress,producer","tt2295809,tt16047292,tt9168416,tt1197567",True
tt14865506,What Did You Eat Yesterday?,What Did You Eat Yesterday?,2021,120,Romance,7.2,274,actor,Shiro Kakei,Hidetoshi Nishijima,1971,N,actor,"tt2013293,tt1268912,tt14039582,tt0197730",True
tt14960572,Love in Bloom,Love in Bloom,2022,120,Romance,6.2,221,actor,Grayson,Julian Haig,N,N,actor,"tt2193021,tt9755726,tt5420376,tt12618418",True
tt14993294,Love Siyappa,Love Siyappa,2020,N,Romance,8.6,5,actress,N,Maria Wasti,1980,N,actress,"tt3867586,tt10218974,tt3852622,tt1095421",False
tt15048212,Come Closer,Der Siebzehnte,2020,75,Romance,3.9,28,actor,N,Jörg Janzer,N,N,actor,tt15048212,False
tt15071228,Saki Ja!,Saki Ja!,2021,88,Romance,3.6,39,actress,Alex,Evelina Parkere,N,N,"actress,producer","tt11586500,tt15071228",False
tt15081946,Manchi Rojulochaie,Manchi Rojulochaie,2021,142,Romance,4.6,402,actor,N,Vennela Kishore,1980,N,"actor,director","tt20850406,tt4992086,tt11199356,tt3230300",False
tt15138462,Tug of War,Vuta N'Kuvute,2021,92,Romance,7.4,43,actor,Pazi,Lukman Ali,N,N,actor,tt15138462,False
tt15164524,Merise Merise,Merise Merise,2021,122,Romance,6.9,709,actor,Photographer Joe,Chandrashekhar,N,N,actor,tt15164524,False
tt15170506,Jind Mahi,Jind Mahi,2022,130,Romance,5.5,129,actress,Laado,Sonam Bajwa,1989,N,actress,"tt8206708,tt5953594,tt10984686,tt11122316",False
tt15174062,Ex Ex Ex,Ex Ex Ex,2021,70,Romance,4.8,11,actor,Ben,Ryan Balas,1985,N,"cinematographer,writer,director","tt15507800,tt2882426,tt4257962,tt7107342",False
tt15212810,Premam Poojyam,Premam Poojyam,2021,173,Romance,7.8,523,actress,Heroine,Brinda Acharya,N,N,actress,tt15212810,False
tt15214902,Love in Aruba,Love in Aruba,2021,99,Romance,6.6,269,actor,Connor,David McConnell,1970,N,"actor,producer","tt1124035,tt0118024,tt9075778,tt0200469",True
tt15216236,Amusia,Amusia,2022,91,Romance,7.9,14,actor,N,Maurizio Lombardi,N,N,actor,"tt5981944,tt7572868,tt5294550,tt13594058",False
tt15227890,Sulle nuvole,Sulle nuvole,2022,N,Romance,5.8,42,actor,Riccardo,Paolo Briguglia,1974,N,"actor,director,writer","tt2421274,tt2166734,tt0329042,tt0284741",False
tt15241580,You Are the One,Ngo dik 100 fun nam yau,2020,N,Romance,6.2,8,actress,Susan Kwan,Elva Ni,1987,N,actress,"tt4304408,tt2075310,tt3503838,tt2186715",False
tt15251154,Badboys and Bridesmaids,Badboys and Bridesmaids,2021,N,Romance,7.9,24,actress,Simi,Rosemary Abazie,N,N,actress,"tt15251154,tt13445916,tt13540496,tt15830504",True
tt15261550,Lily Darling,Lily Darling,2022,100,Romance,7.4,16,actress,Star,Shanel Cheatham,2003,N,actress,"tt15261550,tt7765778,tt14469318,tt15524132",True
tt15282112,Bablee,Bablee,2022,130,Romance,9.6,15,actor,Rakesh,Dadgal Nilesh,N,N,actor,tt15282112,True
tt15295240,Love 360,Love 360,2022,120,Romance,7.3,231,actor,N,Praveen,N,N,actor,tt15295240,True
tt15310236,Pratighat,Pratighat,2021,138,Romance,4.4,40,actor,N,Sabyasachi Chakrabarty,1956,N,actor,"tt0437407,tt9074804,tt0164538,tt5235020",True
tt15310668,7 Days 6 Nights,7 Days 6 Nights,2022,101,Romance,6.6,54,actor,Mangalam,Rohan,N,N,actor,tt15310668,True
tt15358794,Sadece Bir Gece,Sadece Bir Gece,2022,108,Romance,6.6,24,actor,Tamer,Cemal Hünal,1976,N,"actor,soundtrack,assistant_director","tt0216250,tt2261277,tt1147691,tt1322930",False
tt15380124,Lonesome,Lonesome,2021,65,Romance,8.5,25,actress,Mary Jim's Girlfriend,Carolyn Lyons,N,N,actress,N,False
tt15386622,Vellakkarante Kamuki,Vellakkarante Kamuki,2021,150,Romance,9.0,44,actor,Hero,Randev,N,N,actor,tt15386622,False
tt15404468,"Finding Love in Big Sky, Montana","Finding Love in Big Sky, Montana",2022,87,Romance,6.3,131,actress,Paisley Sheridan,Hedy Nasser,N,N,"actress,producer","tt14115150,tt14732330,tt6128300,tt10584608",True
tt15422932,O My Love,O My Love,2022,N,Romance,7.4,14,actress,N,Pavitra Lokesh,N,N,actress,"tt4431392,tt3142764,tt13640458,tt9558468",True
tt15433860,Priyuraalu,Priyuraalu,2021,114,Romance,7.4,82,actress,N,Kamakshi Bhaskarla,1995,N,actress,"tt16404416,tt21935310,tt11725680,tt15433860",False
tt15464452,143,143,2022,130,Romance,9.0,554,actress,Komal,Nivedita Pagar,N,N,actress,tt15464452,False
tt15465144,Pyar Kiya Toh Nibhana,Pyar Kiya Toh Nibhana,2021,142,Romance,8.4,12,actress,N,Kajal Raghwani,1990,N,actress,"tt15327740,tt8836746,tt4906870,tt8853410",False
tt15478268,Love You Rachchu,Love You Rachchu,2021,138,Romance,5.8,74,actor,N,Aru Gowda,N,N,actor,"tt8933672,tt4975874,tt11639390,tt15478268",True
tt15507800,Love Is a Map,Love Is a Map,2022,90,Romance,8.6,10,actor,David,Daniel Armando,N,N,"director,actor,writer","tt4868300,tt1884260,tt7390090,tt2882426",True
tt15554670,Avalambika,Avalambika,2021,125,Romance,7.1,853,actor,N,Sujay,N,N,,tt15554670,False
tt15621370,Just Remembering,Chotto omoidashita dake,2021,115,Romance,7.0,199,actress,Izumi,Yumi Kawai,N,N,actress,"tt21439866,tt14625190,tt20251822,tt15157846",False
tt15625968,The Nighthawk's First Love,Yoda ka no kataomoi,2021,98,Romance,7.4,16,actor,N,Ayumu Nakajima,1988,N,"actor,animation_department,visual_effects","tt14034966,tt15157786,tt21199128,tt8499638",False
tt15669564,Jal Wayu Enclave,Jal Wayu Enclave,2022,103,Romance,8.2,83,actor,Tej,Mintu Kapa,N,N,actor,"tt15554410,tt11024528,tt15554494,tt9190740",False
tt15677260,Say Yes Again,Zai shuo yi ci wo yuan yi,2021,94,Romance,6.3,17,actor,N,Kent Tsai,1997,N,actor,"tt6895798,tt7172702,tt9249158,tt22476934",False
tt15710228,Sammathame,Sammathame,2022,130,Romance,5.7,573,actress,N,Chandini Chowdary,1993,N,actress,"tt13097434,tt7249874,tt21935310,tt6615648",False
tt15716968,Gupchup,Gupchup,2022,125,Romance,8.4,79,actress,N,Ananya Mishra,N,N,actress,"tt12994556,tt13024824,tt15716968,tt12835910",False
tt15727400,Hyde Park,Hyde Park,2022,89,Romance,8.5,16,actor,David Eguasa,Kenneth Okolie,1984,N,actor,"tt9012782,tt13809646,tt7229730",True
tt15731270,Aashiqui,Aashiqui,2022,122,Romance,8.9,48,actress,N,Amrapali Dubey,1987,N,actress,"tt5508598,tt4738774,tt9842872,tt7586994",False
tt15738162,Misterio en Marbella,Misterio en Marbella,2022,N,Romance,5.8,9,actress,Anita,Bárbara López,N,N,actress,"tt15738162,tt8682608,tt16589104,tt11244786",False
tt15767718,Tom and Jerry,Tom and Jerry,2021,N,Romance,8.0,416,actor,N,Nischith Korodi,N,N,actor,"tt12857614,tt11042658,tt15767718",True
tt15768294,Banaras,Banaras,2022,150,Romance,9.3,3087,actor,Singer,Takur R Baragi,N,N,"actor,director,writer","tt7466810,tt15386666,tt15768294,tt22087758",False
tt15788948,One Night Stand,One Night Stand,2021,80,Romance,7.9,7,actor,N,Tegar Satrya,N,N,actor,"tt19875372,tt13484872,tt1899353,tt2265171",True
tt15839646,Induvadana,Induvadana,2022,125,Romance,7.1,999,actress,N,Farnaz Shetty,N,N,actress,"tt15839646,tt5328326,tt6994570,tt7827468",False
tt15840188,Chalo Premiddam,Chalo Premiddam,2021,150,Romance,7.7,1538,actress,Madhumati,Neha Solanki,1998,N,"actress,assistant_director","tt12369020,tt15840188,tt11058176,tt8395824",False
tt15840196,Malli Modalaindi,Malli Modalaindi,2022,125,Romance,4.7,130,actress,Vikram's Grand Mother,Annapoorna,N,N,"actress,camera_department","tt0214853,tt9664732,tt20850406,tt0173189",False
tt15909834,Tension of Sexual,Tension of Sexual,2021,N,Romance,8.8,5,actress,N,Amaia Salamanca,1986,N,"actress,soundtrack","tt0821927,tt13457822,tt2006421,tt1077065",True
tt15913744,2 Chocolate,2 Chocolate,2021,N,Romance,8.0,7,actor,N,Swapna,N,N,,tt15913744,False
tt15929016,Cuttack weds Sambalpur,Cuttack weds Sambalpur,2021,N,Romance,7.8,5,actor,N,Tapi Mishra,N,N,,"tt16212226,tt15768408,tt15825384,tt12646520",False
tt15954686,Mera Vyah Kara Do,Mera Vyah Kara Do,2022,132,Romance,5.5,55,actor,Ekam,Dilpreet Dhillon,N,N,"actor,music_department,soundtrack","tt5610172,tt8785144,tt5936484,tt10064270",False
tt15955156,Sister Sridevi,Sister Sridevi,2017,160,Romance,7.6,11,actor,N,Salil Mitra,N,2019,actor,"tt4145834,tt1459974,tt5905080,tt2320258",False
tt1597070,Cry Now,Cry Now,2014,87,Romance,5.4,87,actress,Luzy Rodriguez,Iliana Carter,N,N,"actress,miscellaneous","tt1597070,tt6673554,tt0762118,tt0402449",True
tt15979440,Umran Ch Ki Rakheya,Umran Ch Ki Rakheya,2022,N,Romance,9.3,83,actor,Pyaare Lal,Raj Babbar,1952,N,"actor,music_department","tt4248630,tt0272062,tt1729637,tt0158417",False
tt16047670,Time for Them to Come Home for Christmas,Time for Them to Come Home for Christmas,2021,84,Romance,7.2,1248,actress,JaneRebecca,Jessy Schram,1986,N,"actress,soundtrack,producer","tt1843230,tt0477080,tt1462059,tt0804503",True
tt16059146,Parasite in Love,Parasite in Love,2021,100,Romance,5.9,177,actor,Izumi,Arata Iura,1974,N,actor,"tt1371630,tt2331143,tt6178388,tt10418630",True
tt16211650,Mr Lonely,Mr Lonely,2021,108,Romance,8.6,2414,actress,N,Sonali Vardham,N,N,actress,tt16211650,True
tt16359836,To Be with You,To Be with You,2021,N,Romance,4.8,5,actor,Fei Qiu,Dongqin Liu,N,N,actor,"tt13539710,tt16359836,tt16711480,tt12624504",True
tt16528036,Amar Sin Miedo/Love Without Fear,Amar Sin Miedo/Love Without Fear,2022,120,Romance,4.7,11,actor,Leo,Alejandro Belmonte,N,N,"actor,producer,director","tt2777882,tt1204363,tt1535108,tt2260850",False
tt16607614,A Mero Hajur 4,A Mero Hajur 4,2022,155,Romance,4.2,238,actor,N,Anmol K.C.,N,N,"actor,producer","tt8545214,tt0301907,tt5804178,tt8822102",False
tt16732214,The Blue Skies at Your Feet,The Blue Skies at Your Feet,2022,93,Romance,5.9,60,actress,Miyu Mizuno,Riko Fukumoto,2000,N,"actress,soundtrack","tt22443898,tt8528256,tt10228546,tt10385034",True
tt16743878,Life of an Alpha Male,Life of an Alpha Male,2021,150,Romance,9.6,19,actor,Mason Kane,Asim Amin,N,N,"actor,assistant_director,casting_director","tt14491438,tt12586514,tt8783750,tt16743878",True
tt1674766,101 Proposals,101 ci qiu hun,2013,120,Romance,5.4,490,actor,Huang Da,Bo Huang,1974,N,"actor,director,writer","tt2017561,tt1500703,tt8755316,tt1456660",False
tt16917146,New South Cottage,New South Cottage,2022,109,Romance,9.2,7,actress,Marissa DeVito,Andrea Berneche,N,N,,N,True
tt17023780,Ten Years of Loving You,Shi nian yi pin wen ru yan,2022,N,Romance,4.4,23,actor,Wen Siwan,Nan Ding,N,N,actor,"tt17023780,tt7564330,tt10369876,tt6978870",False
tt17023860,0.1% World,Hao xiang qu ni de shi jie ai ni,2022,N,Romance,6.3,38,actor,N,Shenghan Qi,N,N,actor,tt12194014,False
tt17023920,Don't Forget I Love You,Bu yao wang ji wo ai ni,2022,126,Romance,6.2,47,actor,N,Jasper Liu,1986,N,"actor,soundtrack","tt7730928,tt8170784,tt9081562,tt2473942",False
tt17057126,Christmas at the Holly Hotel,Christmas at the Holly Hotel,2022,N,Romance,5.6,15,actress,Kathy,Jesi Jensen,N,N,actress,"tt4680368,tt6271432,tt7086730,tt6411536",True
tt17071350,Die Tänzerin und der Gangster - Liebe auf Umwegen,Die Tänzerin und der Gangster - Liebe auf Umwegen,2022,89,Romance,5.1,28,actress,Susan,Cosima Henman,1996,N,actress,"tt8206398,tt1390424,tt0806910,tt3921076",False
tt17127518,O Amante de Júlia,O Amante de Júlia,2022,106,Romance,6.3,17,actor,Cássiohusband,Rômulo Estrela,1984,N,actor,"tt6491434,tt2266319,tt1321713,tt10839646",False
tt17296772,Sisid,Sisid,2022,115,Romance,5.7,136,actor,Jason,Paolo Gumabao,N,N,actor,"tt4157394,tt15113504,tt16154940,tt17296772",False
tt17312226,Iliski Doktoru,Iliski Doktoru,2022,105,Romance,4.7,26,actor,Yunus,Etem Caner Karaüç,N,N,"actor,writer,miscellaneous","tt20319266,tt4696010,tt17312226,tt2361816",False
tt17371496,Meeting Mr. Christmas,Meeting Mr. Christmas,2022,90,Romance,8.2,43,actress,Izzy,Keisha Haines,N,N,actress,"tt11100856,tt11547014,tt15012044,tt9093130",True
tt17507072,Silsila Sidnaaz Ka,Silsila Sidnaaz Ka,2021,70,Romance,9.6,47,actor,Sidharth Shukla,Sidharth Shukla,1980,2021,actor,"tt3678938,tt8317568,tt2103372,tt7731532",False
tt17663776,A Royal Christmas Match,A Royal Christmas Match,2022,N,Romance,5.5,60,actress,Camille,Jordana Largy,1989,N,"actress,producer,director","tt2331047,tt3095734,tt2802008,tt1765510",True
tt18075156,Sundari Gardens,Sundari Gardens,2022,111,Romance,5.8,423,actress,Sundari Sara Mathews,Aparna Balamurali,1995,N,"actress,music_department,soundtrack","tt10189514,tt4851630,tt6649794,tt6864588",True
tt18075698,Love in Wolf Creek,Love in Wolf Creek,2022,N,Romance,6.0,69,actress,Samantha Gavin,Nola Martin,N,N,actress,"tt5834204,tt9244556,tt10813940,tt5774002",True
tt18182234,Chu Lay Aasman,Chu Lay Aasman,2022,120,Romance,8.1,8,actor,N,Anjum Habibi,N,N,actor,"tt22687176,tt8442346,tt18182234",False
tt18291400,My Blue Summer,An lian: Ju sheng huai nan,2022,N,Romance,6.0,30,actor,Zhang Mingrui,Jiacheng Wu,N,N,actor,"tt6170484,tt5806792,tt9248626,tt18291400",False
tt18302390,The Little Chinese Mermaid,The Little Chinese Mermaid,2019,N,Romance,2.4,6,actress,N,Yanman Li,N,N,actress,"tt18302390,tt21301278,tt13180792,tt4986830",True
tt18350946,Steppin' Into the Holiday,Steppin' Into the Holiday,2022,87,Romance,6.7,306,actress,Rae,Jana Kramer,1983,N,"actress,soundtrack,writer","tt0387199,tt0368530,tt0758745,tt0814331",True
tt18358032,Stay with Me,Wo shi zhen de tao yan yi di lian,2022,108,Romance,3.5,30,actor,Li Tang,Xiaoqian Li,N,N,,"tt18358032,tt15163768,tt18939364",False
tt18375342,Pretty Young Sister,Pretty Young Sister,2020,64,Romance,8.1,8,actress,N,Seung Ha,2000,N,"actress,director","tt18080290,tt22208570,tt12944128,tt13334832",True
tt18673736,#69 Samskar Colony,#69 Samskar Colony,2022,126,Romance,7.7,486,actor,Diwakaram,Badram,N,N,actor,"tt14868676,tt18673736,tt13921156",False
tt18689962,Love Can't Be Said,Yi zhi yi zhi dou hen xi huan ni,2022,N,Romance,5.8,12,actress,Tong Zhiliao,Yiran Zhou,N,N,actress,"tt17023860,tt18689962,tt10443650,tt11502620",False
tt19037888,Nothing But Flowers,Nothing But Flowers,2022,75,Romance,6.7,23,actor,Andrew,Andrew Folsom,N,N,"actor,producer,director","tt5335200,tt5886436,tt7061814,tt4638238",True
tt19121744,Gabriel's Rapture: Part Two,Gabriel's Rapture: Part Two,2022,102,Romance,5.9,353,actress,Julia Mitchell,Melanie Zanetti,N,N,actress,"tt9055250,tt2222042,tt7678620,tt15245390",True
tt19716990,Loving Amanda,Loving Amanda,2022,112,Romance,9.6,13,actor,Uduak,Murewa Alade,N,N,actor,tt19716990,True
tt19730338,Naalo Ninnu Dachaane,Naalo Ninnu Dachaane,2022,118,Romance,9.2,1074,actor,Reddygaru,SV Reddy,N,N,actor,tt19730338,False
tt19782950,Niveer Aru Tara,Niveer Aru Tara,2022,47,Romance,7.7,6,actor,Niveer,Rabbani Soyam,N,N,"director,actor,writer",N,False
tt19784004,Tapana,Tapana,2022,96,Romance,8.2,361,actor,Ravi,Ravi Babu,N,N,actor,tt19784004,False
tt19850394,My Boyfriend in Orange,My Boyfriend in Orange,2022,N,Romance,6.3,10,actress,Sayumi Kiritani,Riko Nagase,2002,N,actress,"tt14725618,tt10436538,tt19850394,tt23062408",True
tt19888200,Maid for each other,Maid for each other,2022,59,Romance,9.2,20,actor,Mali,Bhupender Singh Rawat,N,N,actor,tt15068640,True
tt2004216,I Really Hate My Ex,Ex-Free,2015,86,Romance,6.2,90,actor,Calvin,Chris Spencer,1968,N,"writer,producer,actor","tt0116126,tt2608368,tt11784166,tt0486640",False
tt20228670,Matinee Show,Matinee Show,2022,N,Romance,8.6,8,actress,Mehazabien,Mehazabien Chowdhury,1991,N,"actress,writer","tt20191212,tt18184122,tt22462104,tt2943024",True
tt20413256,BL Metamorphosis,BL Metamorphosis,2022,118,Romance,7.0,25,actress,Urara Sayama,Mana Ashida,2004,N,actress,"tt1655400,tt1663662,tt1590089,tt1592234",True
tt20455272,Oye Makhna,Oye Makhna,2022,127,Romance,5.9,109,actor,N,Guggu Gill,1940,N,actor,"tt0302952,tt11899856,tt1401098,tt1543245",False
tt20781110,Thori Setting Thora Pyar,Thori Setting Thora Pyar,2022,120,Romance,5.0,9,actress,Amal,Saeeda Imtiaz,N,N,actress,"tt20781110,tt2793006,tt4682128,tt8303258",False
tt20879358,Maternal Instinct,Maternal Instinct,2022,116,Romance,5.5,12,actress,N,Yuri Nakamura,1982,N,actress,"tt5294966,tt2331143,tt8696314,tt4671274",True
