id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos,Is_English
tt0062336,The Tango of the Widower and Its Distorting Mirror,El Tango del Viudo y Su Espejo Deformante,2020,70,Drama,6.4,163,actor,Silva,Luis Alarcón,1929,N,"actor,special_effects","tt3234226,tt0379108,tt0242198,tt1947646",False
tt0069049,The Other Side of the Wind,The Other Side of the Wind,2018,122,Drama,6.7,7455,actress,The Actress,Oja Kodar,1941,N,"actress,writer,director","tt0108506,tt0239070,tt0209994,tt0069049",True
tt0120589,A Dangerous Practice,A Dangerous Practice,2022,108,Drama,7.0,135,actor,Cícero,Cássio Gabus Mendes,1961,N,"actor,producer","tt0149517,tt0478978,tt1587828,tt0840797",True
tt0173042,Premaloka,Premaloka,2021,154,"Drama,Romance",7.9,518,actor,Ravi,V. Ravichandran,1961,N,"actor,director,writer","tt0173189,tt0173042,tt0308793,tt0470192",False
tt0192528,Heaven & Hell,Reverse Heaven,2018,104,Drama,3.9,118,actor,Demon in Heaven,Tim Dax,N,N,"actor,producer,director","tt15203302,tt3796746,tt4997978,tt5225574",True
tt0230622,Parinati,Parinati,2020,125,Drama,7.7,66,actor,N,B.D. Singh,N,N,actor,tt0230622,False
tt0246661,Grahasthi,Grahasthi,2017,N,Drama,5.9,16,actress,Shanta,Seema Deo,N,N,actress,"tt0101432,tt0364524,tt0107986,tt0066763",True
tt0305811,Mathru Devo Bhava,Mathru Devo Bhava,2015,140,Drama,8.2,143,actor,Killer,Tanikella Bharani,1954,N,"actor,writer,director","tt2742164,tt2631186,tt4849438,tt1268906",False
tt0339917,Husband and Wife,Wo men fu fu zhi jian,2019,N,Drama,5.9,16,actor,Xiao Juan's Father,Guiling Wang,N,N,actor,"tt0339917,tt0355037",False
tt0359374,Hamara Khandaan,Hamara Khandaan,2022,N,"Drama,Romance",5.5,44,actor,Mr. Miranda (Ruby's dad),Alok Nath,1956,N,"actor,producer","tt0098999,tt3892312,tt0248126,tt0083987",False
tt0424859,The Ninth Cloud,The Ninth Cloud,2014,93,Drama,6.3,72,actress,Helene,Sabina Akhmedova,1981,N,"actress,producer","tt2935974,tt5270810,tt3958022,tt5132448",True
tt0427543,A Million Little Pieces,A Million Little Pieces,2018,113,Drama,6.2,3477,actor,John,Giovanni Ribisi,1974,N,"actor,producer,cinematographer","tt0181984,tt0219699,tt0499549,tt0346156",True
tt0460890,The Only Living Boy in New York,The Only Living Boy in New York,2017,89,Drama,6.3,15137,actress,Johanna,Kate Beckinsale,1973,N,"actress,producer,soundtrack","tt0452702,tt0338526,tt0320691,tt0401855",True
tt0470936,"Hot Country, Cold Winter","Tak erkir, tsurt dzmer",2016,104,Drama,4.2,70,actress,N,Yana Drouz,1956,N,"actress,director,writer","tt0091745,tt0470936,tt0111044,tt6071646",False
tt0811613,Meridian Lines,Meridian Lines,2013,N,Drama,6.6,103,actress,Jyoti,Raima Sen,1979,N,actress,"tt0458033,tt2075108,tt0808306,tt8146434",True
tt0834112,Maa Ayana Bangaram,Maa Ayana Bangaram,2014,N,Drama,8.0,17,actor,N,Rajasekhar,N,N,"actor,writer,director","tt1045839,tt19893758,tt0267524,tt1579701",False
tt0839742,Bhopal: A Prayer for Rain,Bhopal: A Prayer for Rain,2014,96,Drama,7.1,2106,actor,Motwani,Kal Penn,1977,N,"actor,miscellaneous,producer","tt0412142,tt0481536,tt0283111,tt0366551",True
tt0850678,Jackson Arms,Jackson Arms,2015,90,Romance,6.7,20,actress,Grace Jiang,Kim Jiang Dubaniewicz,N,N,"actress,director,producer","tt9554862,tt2384999,tt0472196,tt7820648",True
tt0858419,Bolden,Bolden,2019,108,Drama,5.6,565,actor,Bartley,Erik LaRay Harvey,N,N,actor,"tt0117998,tt0272152,tt0858419,tt3322314",False
tt0920462,Lost Girls and Love Hotels,Lost Girls and Love Hotels,2020,97,Drama,4.7,4602,actor,LiamMargaret's friend,Andrew Rothney,1987,N,actor,"tt8178650,tt7939800,tt10838180,tt9788012",True
tt0932667,The Man in the Silo,The Man in the Silo,2016,55,Drama,5.0,168,actor,Carl Wells,Brandon Ratcliff,1998,N,actor,"tt0379717,tt2486278,tt0415978,tt0932667",True
tt0949872,Coffee Sex You,Coffee Sex You,2014,88,Drama,6.6,14,actor,Bruce Day,James Oliver Wheatley,N,N,actor,"tt14057360,tt1524515,tt9308682,tt3519772",True
tt0960727,Let Me Survive,Let Me Survive,2013,N,Drama,4.3,33,actress,Christina,Maaike Neuville,1983,N,"actress,director,writer","tt11143634,tt6144672,tt7051660,tt10795304",True
tt0961036,Avenge,Avenge,2014,88,Drama,7.8,16,actor,Vinnie,Aaron Aguilera,1977,N,"actor,stunts,editor","tt0308905,tt1674747,tt0185103,tt0227972",False
tt0995854,A Journal for Jordan,A Journal for Jordan,2021,131,Drama,5.8,2053,actor,Charles King,Michael B. Jordan,1987,N,"actor,producer,director","tt2334649,tt1502712,tt3076658,tt1825683",True
tt10002654,Pattabhiraman,Pattabhiraman,2019,139,Drama,6.5,1033,actor,Pattabhiraman,Jayaram,1964,N,"actor,music_department,miscellaneous","tt0262037,tt2187153,tt0356121,tt0385928",False
tt10003618,Celts,Kelti,2021,106,Drama,7.0,324,actor,Otac,Stefan Trifunovic,N,N,actor,"tt11007190,tt5663990,tt1264889,tt8232504",False
tt10004032,Transe,Transe,2022,93,Drama,7.0,10,actress,Luisa,Luisa Arraes,N,N,"actress,writer,director","tt7150412,tt5026038,tt8328962,tt13029484",False
tt10005864,Barof 2019,Barof 2019,2019,101,Drama,6.5,15,actor,Pallab,Saikat Mitra,N,N,actor,N,False
tt10006056,La notte è piccola per noi,La notte è piccola per noi,2016,90,Drama,6.2,26,actress,Sabbrina,Cristiana Capotondi,1980,N,"actress,miscellaneous,director","tt4952770,tt2076251,tt0772187,tt0961043",False
tt10006510,Life Mein Twist Hai,Life Mein Twist Hai,2014,N,Romance,9.6,8,actress,N,Arshi Suryavanshi,N,N,,N,False
tt10007268,Mesto!,Mesto!,2019,60,Drama,5.8,35,actor,N,Mikhail Kremer,1991,N,"actor,cinematographer","tt10007268,tt13144490,tt13338006,tt8285216",False
tt10008784,Bull,Bull,2019,108,Drama,6.5,5133,actress,Sheila,Yolonda Ross,1968,N,"actress,producer,director","tt6294706,tt3750942,tt4592410,tt0168786",True
tt10009878,Encrypted: The Cyber Crime,Encrypted: The Cyber Crime,2019,60,Drama,4.8,21,actor,Agent Russo,Bassam Abdelfattah,N,N,,"tt5711280,tt13361448,tt4655480,tt6294706",True
tt10010814,Turtle,Turtle,2018,75,Drama,8.1,112,actor,Ramkaran Choudhary,Sanjay Mishra,1963,N,"actor,camera_department,composer","tt3614516,tt7881550,tt4635372,tt4535650",False
tt10011534,Pohon Terkenal,Pohon Terkenal,2019,96,Drama,6.9,213,actor,Yohanes Solosa,Raim Laode,N,N,actor,"tt12351994,tt10011534,tt9802538,tt15617746",False
tt10011852,Saalaiyoram,Saalaiyoram,2016,125,Drama,6.9,28,actor,Adopt Father,R. Pandiaraajan,N,N,"actor,director","tt0811007,tt0319805,tt0467884,tt1922545",False
tt10015248,Kader Postasi,Kader Postasi,2019,104,"Drama,Romance",6.5,50,actor,N,Sahin Ergüney,N,N,actor,"tt14779804,tt7550774,tt3565486,tt0388189",False
tt10016532,Ispade Rajavum Idhaya Raniyum,Ispade Rajavum Idhaya Raniyum,2019,153,"Drama,Romance",6.4,587,actor,Anand,Makapa Anand,N,N,actor,"tt10016532,tt5500928,tt2419640",False
tt10017454,The Purple Mist,The Purple Mist,2019,106,Drama,6.5,129,actor,N,Bogdan Benyuk,1957,N,actor,"tt4204144,tt13948444,tt5830198,tt1048097",True
tt10017460,Egise Taara Juvvalu,Egise Taara Juvvalu,2017,95,Drama,4.8,15,actress,Akshara,Hasini,N,N,actress,tt10017460,False
tt10019108,Villa Caprice,Villa Caprice,2020,103,Drama,5.8,259,actor,Gilles Fontaine,Patrick Bruel,1959,N,"actor,soundtrack,composer","tt0114319,tt0306734,tt2179121,tt0246744",False
tt10022782,Everything I Ever Wanted to Tell My Daughter About Men,Everything I Ever Wanted to Tell My Daughter About Men,2021,88,Drama,6.3,32,actor,Elm,Emmett Carnahan,N,N,"actor,composer","tt5427194,tt11286210,tt10268654,tt10316572",True
tt10023024,Love Aaj Kal,Love Aaj Kal,2020,142,"Drama,Romance",4.7,10393,actor,Chef,Sonu Saini,N,N,actor,"tt15215854,tt13438694,tt14240568,tt9680440",False
tt10023080,Nedunalvaadai,Nedunalvaadai,2019,120,Drama,7.0,319,actress,Amudha,Anjali Nair,1988,N,actress,"tt11468232,tt14986224,tt10023080,tt21611284",False
tt10023172,Simple Passion,Passion simple,2020,99,"Drama,Romance",5.4,657,actor,AleksandrHélène's lover,Sergei Polunin,1989,N,"actor,writer","tt3402236,tt2873282,tt5523010,tt2077886",True
tt10023286,The Humans,The Humans,2021,108,Drama,6.2,8227,actress,Aimee,Amy Schumer,1981,N,"writer,actress,producer","tt3152624,tt6791096,tt2334871,tt2578508",True
tt10025196,Dracula,Dracula,2019,N,Drama,4.5,9,actor,Quincy Morris,Justin Scalise,N,N,actor,"tt5900590,tt10025196,tt1587348,tt8980186",False
tt10032266,Asia,Asia,2020,85,Drama,6.7,607,actor,Gabi,Tamir Mula,N,N,actor,"tt10032266,tt9348582,tt4565380",False
tt10032342,Cosas imposibles,Cosas imposibles,2021,89,Drama,7.7,718,actor,Miguel,Benny Emmanuel,N,N,actor,"tt1364479,tt4823494,tt4523910,tt1127715",False
tt10032574,Pure White,Pure White,2021,97,Drama,6.3,130,actor,Ibrahim,Riza Akin,1957,2022,actor,"tt1720215,tt0969325,tt3671754,tt11232670",True
tt10033852,Rangeela Raybaa,Rangeela Raybaa,2017,143,Romance,8.3,18,actor,N,Alhad Arvind Andore,N,N,actor,N,False
tt10033904,Spandan What is Relationship,Spandan What is Relationship,2017,142,Romance,7.4,5,actor,N,Shailesh Narayan Kulkarni,N,N,"director,actor,producer",N,True
tt10033908,Lucky One,Lucky One,2019,76,Drama,5.8,29,actor,The Boss,Bruno La Brasca,N,N,actor,"tt1915601,tt4819032,tt1060234,tt0077317",True
tt10034168,Ubuntu,Ubuntu,2017,114,Drama,8.2,32,actress,Abdul's Mother,Kalpana Jagtap,N,N,,"tt10034168,tt11725450",False
tt10035478,Piola,Piola,2019,102,Drama,6.4,344,actor,Director Raúl,Sergio Monge,N,N,actor,"tt2098737,tt2301592,tt10035478,tt0456783",False
tt10039338,Once a Year on Blackpool Sands,Once a Year on Blackpool Sands,2021,105,Drama,7.2,56,actor,Young Eddy,Charlie Price,N,N,actor,"tt12209830,tt2235759,tt4276618,tt13823494",True
tt10039472,Premak Basaat,Premak Basaat,2018,N,Romance,8.9,10,actor,Birju Kaka,Rajeev Jha,N,N,actor,"tt19868542,tt1886663,tt10039472,tt14091818",False
tt10039524,Luxor,Luxor,2020,85,"Drama,Romance",5.2,729,actor,Carl,Michael Landes,1972,N,"actor,producer","tt5663062,tt10039524,tt11083696,tt0309593",False
tt10041978,Gonarezhou: The Movie,Gonarezhou: The Movie,2020,100,Drama,8.3,7,actress,Thulo,Tendaiishe Chitima,N,N,actress,"tt8081308,tt5833510,tt7981318,tt10041978",False
tt10042590,El verano que vivimos,El verano que vivimos,2020,119,"Drama,Romance",5.9,837,actress,Lucía Vega,Blanca Suárez,1988,N,actress,"tt5121816,tt1189073,tt1024810,tt1788634",False
tt10042622,They Who Surround Us,They Who Surround Us,2020,88,Drama,6.0,112,actor,Dimitry,Alex Feldman,1979,N,"actor,director,producer","tt0098844,tt2149175,tt4919886,tt0275140",True
tt10042788,Promises,Promises,2021,113,Drama,5.3,320,actor,Alexander,Pierfrancesco Favino,1969,N,"actor,miscellaneous,producer","tt7736478,tt0808151,tt0816711,tt1979320",False
tt10043458,The Whisper of Silence,El Suspiro del Silencio,2020,93,Drama,7.2,15,actor,Don Gilberto Arana,Fernando Gaviria,1969,N,"actor,producer,writer","tt0172156,tt2777882,tt12430202,tt15394300",False
tt10043742,Jiyan,Jiyan,2019,71,Drama,6.0,44,actor,Irfan,Nizam Namidar,1961,N,"actor,soundtrack","tt1176933,tt21764804,tt23109230,tt2448912",False
tt10043746,Humba Dreams,Humba Dreams,2019,75,Drama,7.1,54,actress,Ibu Martin,Margaretha Sene,N,N,actress,tt10043746,True
tt10044704,Between Maybes,Between Maybes,2019,107,"Drama,Romance",6.2,185,actress,Hazel,Julia Barretto,N,N,actress,"tt10044182,tt7127344,tt4680278,tt6271264",True
tt10044934,Bumi Itu Bulat,Bumi Itu Bulat,2019,103,Drama,7.8,13,actress,Aisha,Febby Rastanty,N,N,"actress,soundtrack","tt19367094,tt15092716,tt13642366,tt7013254",False
tt10045434,The Door,Kapi,2019,110,Drama,6.9,2202,actress,Nardin,Aybüke Pusat,1995,N,"actress,talent_agent","tt10319866,tt9070590,tt6942048,tt11232670",False
tt10047128,De hormigón armado,De hormigón armado,2015,90,Drama,6.2,5,actress,Eugenia,Lucila Madeo,N,N,actress,"tt10047128,tt4401508,tt9414690,tt6055816",False
tt10047904,Darkling,Mrak,2022,104,Drama,7.1,428,actor,Brendon,Nikola Kent,N,N,"actor,producer,writer","tt5093026,tt0887261,tt2249007,tt4348012",False
tt10048376,Ya podaryu tebe pobedu,Ya podaryu tebe pobedu,2019,101,Drama,5.1,20,actor,Aleksey Suslishchev,Marat Basharov,1974,N,"actor,soundtrack","tt0246119,tt1234435,tt4187590,tt0374298",False
tt10049768,Unarmed Man,Unarmed Man,2019,70,Drama,6.8,9,actor,Agent Brady,Eli El,N,N,"actor,producer,director","tt5135494,tt4648786,tt3602660,tt23028632",False
tt10050608,Drama,Drama,2019,117,Drama,6.5,12,actor,N,Phan Viet Dung,N,N,,"tt3015712,tt8426964,tt1252385,tt10050608",True
tt10050722,Thing I Don't Get,Thing I Don't Get,2018,71,Drama,7.0,20,actress,Susanna,Anna Böttcher,1967,N,actress,"tt0215750,tt0874684,tt0309320,tt0188707",True
tt10051000,Sans soleil,Sans soleil,2021,99,Drama,5.2,17,actress,The woman,Sandrine Blancke,1978,N,actress,"tt1381112,tt0105342,tt0103105,tt0106904",False
tt10052156,Shell and Joint,Shell and Joint,2019,154,Drama,5.8,86,actress,N,Ruka Ishikawa,N,N,actress,"tt13765014,tt22180512,tt14820290,tt15808186",True
tt10053058,Angel Sign,Angel Sign,2019,105,"Drama,Romance",5.7,15,actor,Takaya,Dean Fujioka,1980,N,"actor,soundtrack,director","tt4362960,tt2120075,tt6622960,tt5607028",True
tt10054778,Famous,Famous,2021,110,Drama,6.2,78,actor,Lawrence Nichols,Chris Kattan,1970,N,"actor,soundtrack,writer","tt0120770,tt0185371,tt0279493,tt2479478",True
tt10054940,Arbëria,Arbëria,2019,80,Drama,7.0,100,actress,Aida,Caterina Misasi,N,N,"actress,assistant_director","tt11704342,tt10054940,tt0178132,tt4792232",False
tt10054946,Song Without Words,Song Without Words,2022,83,Drama,8.4,765,actor,Station cop,Kai Bathe,N,N,actor,tt10054946,True
tt10056322,MeloDylan,MeloDylan,2019,92,Drama,6.2,68,actress,Bella,Zoe Abbas Jackson,N,N,actress,"tt15416816,tt10958206,tt13920742,tt22986206",False
tt10059236,My Second Year in College,Sale dovom daneshkadeh man,2019,99,"Drama,Romance",4.9,298,actress,Mahtab,Soha Niasti,N,N,actress,"tt10059236,tt19402568",False
tt10061256,Hot Gimmick: Girl Meets Boy,Hot Gimmick: Girl Meets Boy,2019,119,Drama,4.4,484,actress,Rina Katsuragi,Riho Yoshioka,1993,N,actress,"tt9318772,tt5146696,tt16233104,tt13385702",True
tt10062628,Shadow,Sombra,2021,115,Drama,6.2,159,actor,Mário,Miguel Borges,1966,N,actor,"tt4127548,tt8885808,tt1928329,tt2050452",True
tt10064134,The Reunion,The Reunion,2022,85,Drama,5.0,45,actor,Andy,Andrea Modica,N,N,"actor,assistant_director,producer","tt0382721,tt10064134,tt10328046,tt13193902",True
tt10066262,Depois de Ser Cinza,Depois de Ser Cinza,2020,98,Drama,7.9,9,actress,Isabel,Elisa Volpatto,1986,N,actress,"tt2076378,tt9856336,tt2312169,tt10066262",False
tt10066526,Mantan Manten,Mantan Manten,2019,102,"Drama,Romance",7.1,164,actress,Yasnina Putri,Atiqah Hasiholan,N,N,actress,"tt2998380,tt3680174,tt1934427,tt9209390",False
tt10071352,The Mountain Minor,The Mountain Minor,2019,87,Drama,6.8,194,actor,Young Charlie,Asa Nelson,N,N,actor,"tt10978314,tt10071352",True
tt10073452,As Far as I Know,Legjobb tudomásom szerint,2020,123,Drama,7.1,223,actor,Dénes,Balázs Bodolai,1980,N,actor,"tt6136270,tt10073452,tt5855772,tt0833489",False
tt10074486,Vortex,Ting er zou xian,2019,103,Drama,5.9,114,actor,Lao-Wan,Bingkun Cao,N,N,"actor,director,writer","tt10489348,tt7946836,tt18395410,tt10097544",False
tt10075442,Classic Again,Classic Again,2020,123,"Drama,Romance",6.8,201,actor,Non,Gee Sutthirak Subvijitra,N,N,actress,"tt11822994,tt10075442,tt15964544,tt22695198",True
tt10077042,Single & Ready,Single & Ready,2019,92,Romance,6.7,11,actor,Brandon,Mike Karban,N,N,actor,"tt6884074,tt15661184,tt3529344,tt4515408",True
tt10080052,Liza's Tale,Historia Lizy,2019,111,Drama,6.8,26,actress,N,Dasha Tvoronovich,N,N,actress,"tt21379186,tt12106842,tt9257920,tt10080052",False
tt10080086,August Never Ends,Ba yue wei yang,2021,95,Drama,4.8,51,actor,Chao Yan,Jin Luo,1981,N,"actor,soundtrack","tt6058496,tt6353308,tt1164999,tt11172878",False
tt10080092,Wild Grass,Wild Grass,2020,112,"Drama,Romance",4.7,136,actress,Young Li Mai,Vivienne Tien,N,N,actress,"tt10080092,tt16225672,tt15056268,tt21352872",True
tt10080924,Sweater,Sweater,2019,118,Drama,7.2,908,actor,Samyo,Farhan Imroze,N,N,actor,"tt10080924,tt10127754,tt4982992,tt10340918",True
tt10081154,Maanasi,Maanasi,2019,127,Drama,5.1,16,actress,N,Harissa Beegum,N,N,actress,"tt10081154,tt2752612",False
tt10081166,Vilambaram,Vilambaram,2019,N,Drama,5.4,7,actress,N,Aishwarya Rajesh,1990,N,actress,"tt3973410,tt11731768,tt8458718,tt12299714",False
tt10081202,Evvarikee Cheppoddu,Evvarikee Cheppoddu,2019,133,Drama,7.1,425,actor,N,Keshav Deepak,N,N,actor,"tt20850406,tt14311942,tt6727296,tt10133300",False
tt10081238,Malli Malli Chusa,Malli Malli Chusa,2019,126,Drama,4.5,21,actress,N,Shweta Avasthi,N,N,actress,"tt15164524,tt10081238,tt11905726",False
tt10081402,Tandav,Tandav,2019,126,Drama,2.2,245,actor,N,Arun Nalawade,N,N,"actor,director,producer","tt0396962,tt10034136,tt1225891,tt4874006",False
tt10081788,Paradise,L'oiseau de paradis,2020,89,Drama,5.1,24,actor,Député Gilot,Patrick Descamps,1956,N,"actor,soundtrack","tt1288631,tt0233418,tt5606776,tt6144536",False
tt10084358,Kahi Kshan Premache,Kahi Kshan Premache,2019,N,Drama,6.9,8,actor,N,Subodh Bhave,1975,N,"actor,producer,director","tt1929373,tt16227058,tt5983632,tt5190958",False
tt10084614,My Angel My Teacher,My Angel My Teacher,2019,N,Drama,7.6,11,actor,Z.e.o,Varun Choudhary,N,N,,N,True
tt10084780,Vinara sodara veera kumara,Vinara sodara veera kumara,2019,144,"Drama,Romance",6.2,107,actress,N,Priyanka Jain,N,N,,N,False
tt10085844,Tausiyah Cinta,Tausiyah Cinta,2016,90,Romance,7.2,6,actor,Azka,Hamas Syahid,N,N,actor,"tt7340660,tt5605508,tt10085844,tt9590188",False
tt10086502,Scent of My Daughter,Kizim Gibi Kokuyorsun,2019,103,Drama,5.7,257,actress,Emine,Serif Sezer,1943,N,actress,"tt0242523,tt0119248,tt0476735,tt0408017",False
tt10086648,Shadowfall,Kagefumi,2019,112,Drama,5.1,29,actress,Yôko Inamura,Yuri Nakamura,1982,N,actress,"tt5294966,tt2331143,tt8696314,tt4671274",False
tt10086784,John Light,John Light,2019,97,Drama,7.3,104,actor,John Light,Michael Ochotorena,N,N,"actor,producer,director","tt10385020,tt8110900,tt5079608,tt10086784",True
tt10086930,Impossible to Imagine,Impossible to Imagine,2019,90,"Drama,Romance",7.0,54,actress,Yuki,Yukiko Ito,N,N,actress,"tt10086930,tt7993992",True
tt10088006,Khalid: Free Spirit,Free Spirit,2019,45,Drama,6.5,78,actor,Marcus,Judah Lang,N,N,actor,"tt10814438,tt7545566,tt10088006",True
tt10088984,Between Two Worlds,Ouistreham,2021,106,Drama,6.9,1350,actress,Chrystèle,Hélène Lambert,N,N,"actress,miscellaneous","tt21480862,tt10088984,tt11832046,tt2173023",False
tt10089152,Bed of Thorns,Bed of Thorns,2019,N,Drama,6.9,14,actress,Quiin,Martha Kay,N,N,,"tt10089152,tt10750318,tt14915900,tt12080814",True
tt10092508,Firak,Firak,2015,102,Drama,5.4,12,actor,Ali,Baris Gonenen,N,N,actor,"tt10196140,tt4076956,tt19389778,tt7621276",False
tt10095498,Get Real,Get Real,2019,45,Drama,8.3,7,actor,David,Peter King,N,N,actor,"tt12088246,tt10095498",True
tt10096850,Arrhythmia,Arrhythmia,2019,N,Drama,4.2,5,actress,Ada,Valentina Buzzurro,N,N,actress,"tt12404708,tt14520400,tt3276362,tt2777882",False
tt10097346,Stars Await Us,Lan Se Lie Che,2020,146,Drama,6.6,13,actress,N,Hai-Qing,1978,N,actress,"tt4054254,tt4158478,tt10703664,tt6878882",False
tt10097364,Send Me to the Clouds,Song wo shang qing yun,2019,99,Drama,6.3,352,actor,Mao Cui,Jiuxiao Li,N,N,actor,"tt5596352,tt13000980,tt12477934,tt19722732",False
tt10097458,The Sacred Arrow,Wu cai shen jian,2014,96,Drama,6.7,12,actress,N,Deji,N,N,actress,"tt3887836,tt5102396,tt7532202,tt11151648",False
tt10097470,Love Song 1980,Lian Qu 1980,2020,127,Drama,8.6,35,actress,N,Mai Zi,N,N,"director,actress","tt9539852,tt10097470,tt5102020",False
tt10097752,Vermelha,Vermelha,2019,79,Drama,6.7,14,actor,N,Carlos Alberto Ferreira,N,N,actor,N,False
tt10097816,Stranded,Stranded,2019,89,"Drama,Romance",6.1,49,actor,Spencer,Arjo Atayde,N,N,"actor,soundtrack","tt10091652,tt5938084,tt2938446,tt0399989",True
tt10097832,Over Again,Hui dao guo qu yong bao ni,2019,91,Drama,6.0,40,actor,N,Yuzhe Gan,N,N,actor,tt10097832,False
tt10098442,L'autre,L'autre,2020,77,Drama,6.5,65,actor,Paul,James Thierrée,1974,N,"actor,music_department,miscellaneous","tt0102722,tt0190861,tt4400038,tt1189438",False
tt10098472,Finky,Finky,2019,95,Drama,7.3,48,actor,Bang Bang Mac Aonghusa,Diarmuid de Faoite,N,N,"actor,miscellaneous,writer","tt1749056,tt3208026,tt9620986,tt10098472",True
tt10100196,You Mean Everything to Me,You Mean Everything to Me,2020,N,Drama,7.9,14,actress,Cassandra,Morgan Saylor,1994,N,actress,"tt1796960,tt0141842,tt8299768,tt4129870",True
tt10100506,Omar and Us,Omar and Us,2019,104,Drama,6.1,101,actor,Omar,Taj Sher Yakub,N,N,actor,"tt8901582,tt10100506,tt12891330",True
tt10101806,Illegal Woman,La dona il·legal,2020,119,Drama,6.2,207,actor,Oriol Cadenas,Isak Férriz,1979,N,"actor,director,editor","tt6256452,tt19369474,tt13323004,tt6970690",False
tt10102080,Range Roads,Range Roads,2021,86,Drama,6.3,78,actor,Bruce,Chad Brownlee,N,N,"actor,composer,soundtrack","tt12235964,tt2257816,tt10102080",True
tt10102192,Nadhoo Khan,Nadhoo Kha'n,2019,136,Drama,4.9,78,actress,Gejo,Gurpreet Bhangu,1959,N,actress,"tt7370188,tt10064270,tt9199210,tt8767626",False
tt10102296,Undga,Undga,2017,123,Drama,9.5,15,actress,N,Shivani Baokar,N,N,actress,"tt19725868,tt9537078,tt10102296,tt10271948",False
tt10102408,Vremeto e nashe,Vremeto e nashe,2018,124,Drama,4.1,12,actor,Martin Sestrimski,Leonid Yovchev,1983,N,actor,"tt4217804,tt5650098,tt13989462,tt1909015",False
tt10105850,La rivoluzione,La rivoluzione,2019,91,Drama,6.2,48,actor,Ludovica,Giulia Schiavo,N,N,actor,"tt8776686,tt8360352,tt10105850,tt1978735",False
tt10106734,Dhumas,Dhumas,2019,N,"Drama,Romance",7.4,7,actor,N,Rohan Patil,N,N,"editorial_department,editor,actor","tt4932720,tt7127992,tt13440294,tt10845898",False
tt10106822,Bhetali Tu Punha,Bhetali Tu Punha,2017,146,Romance,8.3,70,actor,Alok,Vaibhav Tatwawadi,1988,N,actor,"tt2130033,tt3735246,tt5985026,tt15516964",False
tt10107222,Cocoon,Kokon,2020,99,"Drama,Romance",6.6,1008,actress,Aylin,Elina Vildanova,1998,N,"actress,location_management","tt6812120,tt0806910,tt0103434,tt10107222",False
tt10107482,Darah Panas,Darah Panas,2015,N,Drama,2.0,25,actress,Lucie,Vanessa Chong,N,N,actress,"tt10107482,tt3292220,tt1669151,tt0977855",False
tt10107868,In a New York Minute,In a New York Minute,2019,102,Drama,9.0,30,actor,David Qiao,Ludi Lin,1987,N,actor,"tt3717490,tt2085059,tt1477834,tt0293429",True
tt10110614,Apples,Mila,2020,91,Drama,6.8,4370,actor,Aris,Aris Servetalis,1976,N,actor,"tt7838494,tt15791136,tt10110614,tt1859446",False
tt10111182,Island,Island,2019,69,Drama,7.7,37,actor,Man,Joel Haver,N,N,"director,actor,writer","tt10111182,tt7357104,tt8389530,tt12476620",True
tt10111568,Smile Please,Smile Please,2019,132,Drama,7.1,226,actor,Viraj,Lalit Prabhakar,1987,N,"actor,writer","tt10111568,tt11761216,tt17044736,tt21364576",True
tt10111576,Hospicio,Hospicio,2018,92,Drama,7.2,6,actress,Leslie,Loisa Andalio,N,N,actress,"tt10111576,tt4377918,tt10049262,tt7411912",True
tt10111746,Between Heaven and Earth,Between Heaven and Earth,2019,92,Drama,6.8,196,actress,Caregiver,Lamis Ammar,N,N,actress,"tt4365518,tt8896640,tt13570066,tt4212124",True
tt10112020,Solo no,Solo no,2019,87,Drama,6.4,13,actor,Totò,Salvatore Bartolotta,N,N,actor,N,False
tt10116478,Rose and Tulip,Rose and Tulip,2019,90,Romance,7.2,48,actress,Etsuko,Eri Fuse,1962,N,actress,"tt1119377,tt2390301,tt0098967,tt0852726",True
tt10117402,I'm Livin' It,Mak lo yan,2019,114,Drama,6.4,433,actress,Jane To,Miriam Chin Wah Yeung,1974,N,"actress,soundtrack,music_department","tt1020976,tt2238839,tt1602479,tt1756679",False
tt10117768,My Little Sister,Schwesterlein,2020,99,Drama,6.8,1145,actress,Kathy,Marthe Keller,1945,N,"actress,soundtrack,director","tt0074860,tt0077539,tt1212419,tt0075774",False
tt10118064,377 AbNormal,377 AbNormal,2019,93,Drama,5.4,121,actor,N,Muntazir Ahmad,1994,N,actor,"tt6046994,tt6040012,tt4107858,tt4921860",False
tt10121110,The Art of Dying Far Away,A Arte de Morrer Longe,2020,91,Drama,6.1,15,actress,Bárbara,Ana Moreira,1980,N,"actress,director,writer","tt10121110,tt10062628,tt0460034,tt2153963",False
tt10122038,Chambal,Chambal,2019,112,Drama,7.3,193,actor,N,Elvis Joseph,N,N,,N,False
tt10122334,Sur la peau,Sur la peau,2019,106,Drama,6.3,6,actress,Anna Killius,Mélanie Peyre,N,N,actress,"tt10122334,tt12989690,tt14315472,tt7965254",False
tt10122618,Gondi,Gondi,2020,112,Drama,6.7,105,actor,Asgar,Sabyasachi Chakrabarty,1956,N,actor,"tt0437407,tt9074804,tt0164538,tt5235020",False
