id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos,Is_English
tt3784566,White Gate,Poarta Albã,2014,86,Drama,6.7,239,actor,Caporalul Zaica,Constantin Dogioiu,1986,N,actor,"tt8769244,tt21603982,tt10452766,tt5242548",False
tt3785708,Obit,Ersal-e Agahiye Tasliat Baray-e Rooznameh,2014,90,Drama,4.7,108,actress,Reyhan,Nazanin Bayati,N,N,actress,"tt6208138,tt3269074,tt7901798,tt4532764",False
tt3786198,Shiner,Shiner,2018,94,Drama,4.5,138,actress,Nikki McBride,Shannon Staller,N,N,"actress,writer,producer","tt6763252,tt4009572,tt7207584,tt3786198",False
tt3786474,The Pearls of the Stone Man,Ai wo tsumu hito,2015,N,Drama,5.2,65,actress,N,Keiko Kitagawa,1986,N,actress,"tt0386917,tt1039780,tt7058618,tt0463985",False
tt3788098,The Surrender,De overgave,2014,93,Drama,1.7,281,actor,N,Kees Boot,1970,N,actor,"tt6840014,tt0433704,tt1870949,tt1062849",False
tt3788154,Flame: An Untold Love Story,Flame: An Untold Love Story,2014,97,Drama,6.7,15,actress,Mahua,Hrishitaa Bhatt,1981,N,"actress,producer","tt0819777,tt0362696,tt0249371,tt2211174",True
tt3789024,Y Syrcas,Y Syrcas,2013,N,Drama,5.6,33,actor,Nwakego,Damola Adelaja,N,N,"actor,writer","tt9063826,tt5191110,tt4932754,tt14728056",False
tt3789712,Chronique de mon village,Chronique de mon village,2016,N,Drama,6.6,13,actress,Mère,Mouni Bouallam,N,N,actress,"tt3789712,tt10294074,tt3552960,tt7571998",False
tt3789900,Laura,Laura,2014,97,Drama,8.2,5,actor,Andy,James Rohrbaugh,N,N,actor,"tt5940106,tt5937748,tt3789900",False
tt3790172,Die abhandene Welt,Die abhandene Welt,2015,101,Drama,5.4,200,actress,Sophie,Katja Riemann,1963,N,"actress,soundtrack","tt2987732,tt0114523,tt0118682,tt0298131",False
tt3790244,The Sculpture,La scultura,2015,96,"Drama,Romance",6.7,59,actress,Korinne,Corinna Coroneo,N,N,"actress,writer,producer","tt3790244,tt5797894,tt12561412,tt7793262",False
tt3791252,The Strange Familiar,Dekala Purudu Kenek,2014,120,Drama,8.4,69,actor,Dinithi,Samadhi Laksiri,N,N,actor,tt3791252,False
tt3791302,Standing Tall,La tête haute,2015,120,Drama,6.9,3615,actor,Malony Ferrandot,Rod Paradot,1996,N,actor,"tt3791302,tt6088456,tt18361126,tt10456740",False
tt3792886,Das Capital Gulamon Ki Rajdhani,Das Capital Gulamon Ki Rajdhani,2020,N,Drama,7.2,33,actress,Purshottam's Bua,Alka Amin,N,N,actress,"tt7725596,tt3495030,tt8550208,tt14045038",False
tt3793054,Fm Youth,Fm Youth,2014,74,Drama,7.6,10,actor,Fabrice,Youssef Aroub,N,N,actor,tt3793054,True
tt3793116,Five Minutes to Tomorrow,Five Minutes to Tomorrow,2014,129,Romance,5.7,150,actor,Tianlun,Hsiao-chuan Chang,1983,N,"actor,art_department","tt2319760,tt0885520,tt3091254,tt21968992",True
tt3793526,In the Absence of the Sun,"Selamat Pagi, Malam",2014,94,Drama,7.4,252,actress,Naomi,Marissa Anita,N,N,actress,"tt9000302,tt5821664,tt8237172,tt9397640",False
tt3793864,The Sand Box,The Sand Box,2016,47,Drama,9.3,44,actor,Lt. O'Leary,Mark Collier,1970,N,actor,"tt0048845,tt0058796,tt3793864,tt0313043",True
tt3794028,From the Land of the Moon,Mal de pierres,2016,120,"Drama,Romance",6.6,6316,actor,André Sauvage,Louis Garrel,1983,N,"actor,director,writer","tt3281548,tt0309987,tt8075202,tt0996605",False
tt3794392,After the Reality,After the Reality,2016,85,"Drama,Romance",4.3,399,actress,Kate,Sarah Chalke,1976,N,"actress,soundtrack,producer","tt0460745,tt0285403,tt0094540,tt2861424",True
tt3796022,Lafang,Lafang,2014,76,Drama,6.3,18,actor,Albert,Icer Abella,N,N,actor,"tt3796022,tt23018328",False
tt3796120,Cam Girl,Cam Girl,2014,91,Drama,4.0,240,actress,Gilda,Sveva Alviti,1984,N,actress,"tt7816392,tt2751576,tt5039860,tt6709444",True
tt3796384,An Outpost of Progress,Posto Avançado do Progresso,2016,121,Drama,6.0,122,actor,João de Mattos,Nuno Lopes,1978,N,actor,"tt1928329,tt4895668,tt0835828,tt1625155",False
tt3796450,Sanditon,Sanditon,2014,120,Drama,8.1,67,actor,Sir Edward,Pete Ashmore,N,N,actor,"tt3796450,tt0184122,tt0115355",False
tt3796754,K,K,2015,88,Drama,6.2,65,actress,Frieda,Jula,N,N,actress,tt3796754,False
tt3797004,Chronicle of a Blood Merchant,Heosamgwan maehyeolgi,2015,124,Drama,6.8,663,actress,Gye-hwa,Hwang Bo-ra,N,N,actress,"tt5644726,tt8523042,tt0984055,tt1243930",False
tt3797178,The Avian Kind,Joryu ingan,2014,115,Drama,6.4,55,actor,N,Shin-Hyo Kang,N,N,actor,"tt1606384,tt9676098,tt5079024,tt1757202",False
tt3797214,Alive,Sanda,2014,179,Drama,6.7,71,actress,Su-Yeon,Seung-Yun Lee,1977,N,actress,"tt7433398,tt2086894,tt2659414,tt3797214",False
tt3797868,The Choice,The Choice,2016,111,"Drama,Romance",6.5,41269,actor,Travis,Benjamin Walker,1982,N,"actor,soundtrack","tt3797868,tt1611224,tt0418689,tt1390411",True
tt3798200,Naan Than Bala,Naan Than Bala,2014,160,Drama,5.6,63,actor,Bala,Vivek,1959,2021,actor,"tt0479751,tt0376144,tt0376127,tt0331621",False
tt3799092,Sexo Salvaje,Sexo Salvaje,2015,80,Drama,6.5,17,actress,N,Gina Figueroa Hamilton,N,N,actress,"tt3799092,tt4886192",False
tt3799372,6 Years,6 Years,2015,79,"Drama,Romance",5.5,12750,actress,Melanie Clark,Taissa Farmiga,1994,N,"actress,soundtrack","tt2132285,tt2118624,tt1715336,tt3799372",True
tt3799972,Short Distance,Short Distance,2017,90,Drama,4.6,9,actress,Sara,Roelene Coleman,N,N,"actress,writer,producer","tt1572110,tt3799972,tt8751928,tt8861124",True
tt3800010,Fidelio: Alice's Odyssey,"Fidelio, l'odyssée d'Alice",2014,97,"Drama,Romance",6.4,819,actor,Felix,Anders Danielsen Lie,1979,N,"actor,soundtrack","tt7280898,tt4714782,tt10370710,tt1736633",False
tt3800028,Pak van mijn hart,Pak van mijn hart,2014,83,Romance,5.6,1167,actor,Tom,Benja Bruijning,1983,N,"actor,writer","tt1772452,tt2226285,tt3800028,tt4283994",False
tt3801032,Diciembres,Diciembres,2018,88,Drama,6.8,26,actress,La Abuela,Delicia de Montañez,N,N,actress,"tt3801032,tt22044952",False
tt3801886,Pappu's Path,Pappu Ki Pugdandi,2015,83,Drama,6.7,17,actress,Pappu's mother,Jaswinder Gardner,N,N,actress,"tt1740092,tt10298006,tt7384848,tt1708532",False
tt3804072,Más allá de la noche,Más allá de la noche,2014,78,Drama,8.8,10,actor,Pablo,Javier Revert,N,N,actor,tt3804072,False
tt3804350,King Lear,King Lear,2015,156,Drama,7.5,90,actor,King Lear,Colm Feore,1958,N,"actor,writer","tt0800369,tt0479647,tt0299658,tt0296572",True
tt3804878,A Step Into the Dark,Krok do tmy,2014,120,Drama,5.9,36,actor,Sona's Father - Malena,Miroslav Donutil,1951,N,"actor,writer,soundtrack","tt0103934,tt0145334,tt0167331,tt0342844",False
tt3806596,The Nest of the Turtledove,Gnizdo gorlytsi,2016,102,Drama,7.3,298,actress,Daryna,Rimma Zyubina,1971,N,actress,"tt0407297,tt6134000,tt3806596,tt19035130",False
tt3806844,Noon Gun,Noon Gun,2015,70,Drama,6.7,8,actor,Al,Igor Shamuilov,N,N,actor,"tt6881870,tt6510950,tt4356480,tt4131818",False
tt3807466,Davin,Davin,2014,93,Drama,7.5,7,actor,Mick,John Cronin,1977,N,actor,"tt0101605,tt0265087,tt1615160,tt3208026",False
tt3808172,A Midsummer's Fantasia,Han yeo-reum-ui pan-ta-ji-a,2014,96,Drama,6.6,156,actor,N,Ryô Iwase,1980,N,actor,"tt6088370,tt5167966,tt4610510,tt14039582",False
tt3809440,What Are We Doing Here?,Qu'est-ce qu'on fait ici?,2014,98,"Drama,Romance",5.8,43,actress,Roxanne,Joëlle Paré-Beaulieu,N,N,"actress,writer","tt3809440,tt4961218,tt10046694,tt10155342",False
tt3809478,The Kind Words,The Kind Words,2015,118,Drama,6.9,279,actor,Dr. Said,Rassabn Abes,N,N,actor,tt3809478,True
tt3809506,For King and Homeland,Za kralja i otadzbinu,2015,83,Drama,4.5,292,actress,Milena Stajner - baka,Neda Arneric,1953,2020,actress,"tt0176797,tt0070679,tt0076276,tt0076212",False
tt3809972,Comeback Dad,Comeback Dad,2014,90,Drama,5.8,152,actress,Rochelle,Takara Clark,N,N,"actress,producer,writer","tt3122390,tt5470280,tt1710396,tt1405406",True
tt3810010,Hear No Evil,Hear No Evil,2014,90,Drama,6.6,147,actress,Kate,Jill Marie Jones,1975,N,actress,"tt0247102,tt4189022,tt2647544,tt1268962",True
tt3810248,The Valley,Al-Wadi,2014,135,Drama,6.6,68,actor,Accident Man,Carlos Chahine,1959,N,"actor,director,writer","tt0867278,tt1354064,tt22299230,tt0808417",False
tt3810428,Aerobics - A Love Story,Aerobics - A Love Story,2015,77,Drama,6.4,45,actress,Homeless woman,Andrea Irving,N,N,actress,"tt3810428,tt0177172,tt14421886,tt3848416",True
tt3810572,You Will Know What to Do with Me,Sabrás qué hacer conmigo,2015,88,"Drama,Romance",6.5,560,actor,Arturo,Arturo Barba,1973,N,"actor,producer","tt0459127,tt8682608,tt0970166,tt5223624",False
tt3810810,Nobody's Watching,Nadie nos mira,2017,102,Drama,6.6,1031,actress,Viviana,Paola Baldion,N,N,"actress,director,writer","tt1538988,tt3810810,tt10886702,tt2801316",False
tt3811228,Nee Jathaga Nenundali,Nee Jathaga Nenundali,2014,N,Romance,6.6,48,actor,N,Aadarsh Balakrishna,N,N,actor,"tt8660422,tt8484586,tt0453729,tt8933650",False
tt3811428,Too Close to Our Son,Au plus près du soleil,2015,103,Drama,6.2,229,actress,Juliette,Mathilde Bisson,1985,N,"actress,writer","tt6272384,tt16996056,tt10356734,tt1899293",False
tt3811914,Ramdhanu: The Rainbow,Ramdhanu: The Rainbow,2014,135,Drama,7.5,305,actor,Laltu Dutta,Shiboprosad Mukherjee,N,N,"producer,director,writer","tt9110380,tt10541028,tt3584732,tt8364356",False
tt3811980,Crave: a True Story,Crave: a True Story,2013,73,Drama,8.8,8,actress,Violet,Danielle Christine Miller,N,N,actress,"tt3811980,tt1985916,tt2536006,tt1846444",True
tt3812016,Looking for Her,Je vous souhaite d'être follement aimée,2015,100,Drama,6.5,110,actress,Annette Lefèvre,Anne Benoît,N,N,actress,"tt1642194,tt0869994,tt1753813,tt15808042",False
tt3813650,Seçim,Seçim,2014,84,Drama,6.1,11,actor,Habil,Eltaj Zeynalov,N,N,actor,"tt3813650,tt5852274,tt3641478,tt4683554",False
tt3813880,Krishna Leela,Krishna Leela,2015,N,"Drama,Romance",7.9,140,actor,N,Achyuth Kumar,1966,N,actor,"tt2358592,tt7838252,tt15327088,tt6148156",False
tt3813908,Rose,Rose,2014,N,"Drama,Romance",5.7,16,actor,N,Chi Gurudutt,N,N,"actor,director,producer","tt2950606,tt2969320,tt3903562,tt14338162",True
tt3814496,Day of Redemption,"Zao Jian, Wan Ai",2013,90,Drama,5.7,31,actor,Gu Bin,Vic Chou,1981,N,"actor,soundtrack","tt2072220,tt6912356,tt4562058,tt0885981",False
tt3814950,Her Granddaughter,Otoko no isshô,2014,119,Drama,6.4,238,actress,N,Nana Eikura,1988,N,actress,"tt0991242,tt0467693,tt1674778,tt1435613",False
tt3815424,3000 Nights,3000 Layla,2015,103,Drama,7.0,764,actress,Jamileh,Rakeen Saad,1989,N,actress,"tt3815424,tt10183912,tt7024956,tt4943218",False
tt3816964,Odborný dohled nad východem Slunce,Odborný dohled nad východem Slunce,2014,70,Drama,7.2,28,actor,StB agent,Jirí Lábus,1950,N,"actor,soundtrack,writer","tt0109101,tt0182728,tt5783476,tt2332573",False
tt3817198,The Infinite Garden,The Infinite Garden,2017,90,"Drama,Romance",6.8,44,actress,Emma,Elitsa Mateva,N,N,actress,"tt4181716,tt3015054,tt3817198,tt11082146",True
tt3817910,Hell's Heart,Hell's Heart,2015,95,"Drama,Romance",7.1,33,actress,Michelle,Christine Cartell,N,N,"actress,miscellaneous","tt4270492,tt1839578,tt8421350,tt2741602",True
tt3818872,Permanência,Permanência,2014,90,Drama,6.8,287,actress,Laís,Laila Pas,N,N,"producer,actress,director","tt2714150,tt5358924,tt3818872,tt6719580",False
tt3819236,Once a Princess,Once a Princess,2014,115,"Drama,Romance",4.2,29,actor,Leonard Jamieson,Enchong Dee,N,N,"actor,soundtrack","tt8372640,tt9765480,tt1543036,tt13329082",True
tt3819584,De onderkoning: Strijd om de grondwet,De onderkoning: Strijd om de grondwet,2014,51,Drama,6.8,12,actor,Leopold van Limburg Stirum,Hubert Fermin,1948,N,actor,"tt0094509,tt4662890,tt1674553,tt3276008",False
tt3820086,Romantic Nostalgia,Deltangi-ha-ye asheghaneh,2014,88,Drama,5.3,61,actor,N,Mohammad Reza Forutan,1965,N,actor,"tt0758731,tt6193572,tt6215588,tt2234011",False
tt3822606,Ra Ra Krishnayya,Ra Ra Krishnayya,2014,138,Romance,5.1,188,actor,N,Ravi Babu,N,N,"actor,director,writer","tt3402542,tt3387140,tt13979126,tt1695796",False
tt3822630,High Low Forty,High Low Forty,2017,81,Drama,6.8,17,actor,Billy Cooper,Kurt Finney,1981,N,"actor,camera_department,producer","tt3822630,tt2391462,tt20864606,tt18950332",True
tt3822882,Joselito,Joselito,2016,64,Drama,5.5,6,actor,Camilo,José Soza,1946,N,actor,"tt4375438,tt0367392,tt3329932,tt0379108",False
tt3823018,Sparrows,Þrestir,2015,99,Drama,6.8,1641,actress,VeraGunnar's friend,Arndís Hrönn Egilsdóttir,N,N,actress,"tt5881406,tt2093689,tt8390612,tt3823018",False
tt3823392,Love Sonia,Love Sonia,2018,122,Drama,7.4,2055,actor,Shiva,Adil Hussain,1963,N,"actor,producer","tt7213936,tt0454876,tt5997928,tt2181931",True
tt3824030,Valley,Emek,2014,86,Drama,7.1,60,actress,Sarah,Rotem Abuhab,1976,N,"actress,writer,soundtrack","tt0335745,tt0310444,tt0846758,tt0833422",False
tt3824034,The Pracht Inn,The Pracht Inn,2014,92,Drama,5.4,16,actor,Manfred,Tzahi Grad,1962,N,"actor,writer,director","tt7157668,tt1090316,tt2309224,tt0295281",True
tt3824038,Encirclements,Encirclements,2014,96,Drama,6.5,43,actor,Tiron,Jonathan Cherchi,N,N,actor,"tt0290221,tt0186754,tt0157989,tt0102555",False
tt3824482,Vetri Selvan,Vetri Selvan,2014,138,Drama,4.6,27,actor,N,Dinesh Lamba,N,N,"actor,director,writer","tt0432047,tt4766960,tt7658134,tt1156148",False
tt3824754,Labyrinths,Labyrinths,2015,N,Drama,5.2,9,actress,Cathy,Samantha Robinson,1991,N,"actress,producer,soundtrack","tt7131622,tt12232010,tt3908142,tt8361028",True
tt3825360,0.5 mm,0.5 miri,2014,198,Drama,7.3,813,actor,Karaoke Clerk,Masahiro Higashide,1988,N,actor,"tt7155178,tt7112154,tt2142797,tt5058340",False
tt3825662,Somebody to Love,Somebody to Love,2014,104,"Drama,Romance",6.1,22,actress,Marga Castro,Iza Calzado,1982,N,"actress,producer","tt6608136,tt0423195,tt1210341,tt2118570",True
tt3825698,Mom and Other Loonies in the Family,Anyám és más futóbolondok a családból,2015,110,Drama,7.4,1052,actress,Mom (Berta Gardó),Eszter Ónodi,1973,N,"actress,soundtrack","tt0163519,tt0303184,tt1527052,tt0338801",False
tt3826186,Jaanisaar,Jaanisaar,2015,124,"Drama,Romance",5.2,125,actor,Kunwar Iqbal Hasan,Dalip Tahil,1952,N,"actor,music_department,soundtrack","tt0106333,tt1562871,tt2356180,tt0083987",False
tt3826790,Down the River,Axinla ashagi,2014,90,Drama,8.3,271,actor,N,Namig Agayev,N,N,actor,"tt6491420,tt3826790",False
tt3826814,The Tree,Drevo,2014,90,Drama,6.2,129,actor,N,Jernej Kogovsek,N,N,actor,"tt2383952,tt14760316,tt9078014,tt3826814",False
tt3826828,Lust Life Love,Lust Life Love,2021,99,"Drama,Romance",3.8,207,actress,Mayafitness instructor,Makeda Declet,N,N,"actress,writer","tt0773264,tt2345481,tt5254868",True
tt3826834,Corrections Class,Klass korrektsii,2014,98,Drama,6.9,1113,actress,Lena Chekhova,Mariya Poezzhaeva,1989,N,actress,"tt3826834,tt10443416,tt2934916,tt4057376",False
tt3826854,Inside Room 234,Inside Room 234,2014,81,Drama,8.5,12,actress,Inara,Olivia Traikovich,N,N,actress,tt3826854,True
tt3827456,Golden Chariot in the Sky,Haneul e hwanggeummacha,2014,84,Drama,6.4,12,actor,N,Suk-bum Moon,N,N,actor,"tt2526138,tt3827456",False
tt3827462,Artifice: Loose Fellowship and Partners,Artifice: Loose Fellowship and Partners,2015,109,Drama,3.0,21,actor,Sashi Fungus,Byron Dacers,N,N,actor,tt3827462,True
tt3827464,Nina y Laura,Nina y Laura,2015,70,Drama,6.5,12,actress,Carolina,Liliana Biamonte,N,N,actress,"tt4121318,tt3827464,tt5135436,tt5656980",False
tt3827494,The Monk,The Monk,2014,93,Drama,7.2,41,actor,N,Kyaw Nyi Thu,N,N,actor,tt3827494,True
tt3827726,Romeo & Juliet,Romeo & Juliet,2017,101,"Drama,Romance",5.2,19,actress,Aunt,Laurie Harrop-Purser,N,N,"miscellaneous,actress","tt10299774,tt9748306,tt10700392,tt3827726",False
tt3828058,Family Film,Rodinný film,2015,95,Drama,6.3,428,actor,Erik,Daniel Kadlec,1999,N,actor,"tt18074004,tt3828058,tt18469968,tt8970388",False
tt3828092,Keelung,Keelung,2014,95,"Drama,Romance",7.2,8,actor,Tianqing,Shuai Ren,N,N,actor,"tt2415536,tt11137802,tt4834940,tt3828092",False
tt3828218,The Dry Cleaner,The Dry Cleaner,2019,N,Drama,8.2,19,actor,Ahmed,Pete Grimwood,N,N,actor,"tt4924416,tt14402428,tt3828218,tt7425584",True
tt3828378,A Childhood,Une enfance,2015,99,Drama,6.8,312,actress,Pris,Angelica Sarre,N,N,"actress,director","tt1852006,tt11608006,tt3828378,tt4964074",False
tt3828614,Drift,Driften,2015,93,Drama,6.8,55,actor,Sandro Cicaletti,Scherwin Amini,N,N,"actor,assistant_director,director","tt2336880,tt3532960,tt6533778,tt1465854",False
tt3828796,2 Nights Till Morning,2 yötä aamuun,2015,84,"Drama,Romance",6.1,838,actress,Caroline,Marie-Josée Croze,1970,N,actress,"tt0220627,tt0338135,tt0408306,tt0401383",False
tt3830032,Call Me Bad Girl,Kwam Lab Nang Man Rai,2014,N,Romance,5.6,38,actress,Bussaba,Pechaya Wattanamontri,N,N,actress,"tt22754772,tt16116180,tt23135464,tt3830032",False
tt3830420,Is That You?,Is That You?,2014,81,"Drama,Romance",6.6,140,actor,Jacob,Rani Blair,N,N,"director,writer,actor","tt8310226,tt6839538,tt0313126,tt0490739",True
tt3831122,Defenders of Life,Defenders of Life,2019,94,Drama,7.5,39,actress,Pamela Salazar,Beatriz Brenes,N,N,"actress,writer,producer","tt6594138,tt3831122,tt3759256,tt1753764",True
tt3831366,To Life!,Auf das Leben!,2014,90,Drama,6.8,271,actor,Jonas,Max Riemelt,1984,N,"actor,soundtrack","tt0384369,tt3335606,tt1063669,tt2617828",False
tt3832022,Than Than Gopal,Than Than Gopal,2015,120,Drama,8.8,17,actor,Vasant,Milind Gawali,N,N,"actor,director,producer","tt9466410,tt10152332,tt3832022,tt6660470",True
tt3832422,Bridge,Bridge,2016,125,Drama,6.4,12,actor,Santanu,Soumitra Chatterjee,1935,2020,"actor,miscellaneous","tt0055724,tt0055508,tt0309778,tt0052572",False
tt3832914,War Room,War Room,2015,120,Drama,6.4,15169,actress,Mandy,Beth Moore,N,N,actress,"tt3832914,tt20753014,tt20753026,tt10161644",True
tt3833120,Vlog,Vlog,2014,70,Drama,8.6,48,actor,N,Dusan Caleta,N,N,actor,tt3833120,False
tt3833134,The Reaper,Kosac,2014,98,Drama,6.2,410,actor,Kreso,Nikola Ristanovski,1969,N,actor,"tt1634013,tt4768468,tt2054837,tt0774106",False
tt3835150,Sons & Daughters of Thunder,Sons & Daughters of Thunder,2019,N,Drama,9.1,12,actor,Rev. Lyman Beecher,Janos Horvath,N,N,actor,"tt0101460,tt5587080,tt3835150",True
tt3835234,Ben Zaken,Ben Zaken,2014,85,Drama,5.8,38,actor,Leon,Ronen Amar,N,N,"editor,cinematographer,director","tt4074076,tt5211032,tt1250991,tt1980514",False
tt3835674,94 Feet,94 Feet,2016,113,Drama,3.4,156,actor,Bob Freeman,Larry Wilcox,1947,N,"actor,producer,director","tt0089026,tt0082251,tt0075488,tt0088591",False
tt3835734,Remember Yesterday,Remember Yesterday,2022,N,Romance,8.9,10,actress,Shelly Covington,Denise S. Bass,N,N,actress,"tt0452718,tt3835734,tt0111001,tt0265087",True
tt3835880,Wo de ying zi zai ben pao,Wo de ying zi zai ben pao,2013,97,Drama,6.8,29,actor,Teacher,Tonghui Wang,N,N,actor,"tt1604929,tt8981944,tt0464763,tt15156782",False
tt3836294,Tout est faux,Tout est faux,2014,81,Drama,7.5,7,actor,Le dérailleur,Olivier Chantreau,N,N,"actor,soundtrack","tt4875774,tt2234261,tt2070379,tt1741542",False
tt3836308,Gece,Gece,2014,105,Drama,5.3,949,actress,Süsen,Nurgül Yesilçay,1976,N,"actress,director,writer","tt4075038,tt1198412,tt0880502,tt0885470",False
tt3836958,Shamitabh,Shamitabh,2015,155,Drama,6.7,7609,actress,Akshara Pandey,Akshara Haasan,1991,N,actress,"tt6878378,tt5289170,tt10300630,tt3836958",False
tt3837160,Galipatam,Galipatam,2014,135,Drama,5.3,95,actor,N,Aadi,1986,N,actor,"tt9081232,tt1846700,tt5998016,tt21301666",False
tt3837166,Just the Way You Are,Just the Way You Are,2015,107,"Drama,Romance",6.3,535,actress,Driana,Sue Ramirez,N,N,"actress,soundtrack","tt12275096,tt14900826,tt10896172,tt3837166",True
tt3837180,Njan,Njan,2014,160,Drama,5.9,598,actor,N,Jayan Cherthala,N,N,actor,"tt17632818,tt1877589,tt6120482,tt11449482",False
tt3837354,Walk the Dog,Trebalo bi prosetati psa,2014,72,Drama,5.9,69,actress,Iva,Jadranka Djokic,1981,N,actress,"tt1930421,tt1265980,tt1291153,tt0329083",False
tt3837508,Gentle,Diu Dang,2014,100,Drama,6.5,94,actor,Thien,Dustin Nguyen,1962,N,"actor,director,producer","tt3625152,tt5743796,tt5555260,tt0382810",False
tt3837820,My Brilliant Life,Doo-geun-doo-geun nae-in-saeng,2014,117,Drama,7.2,873,actress,Mi-ra,Song Hye-Kyo,1981,N,actress,"tt1059200,tt2806646,tt1462900,tt4925000",False
tt3837950,Villa Touma,Villa Touma,2014,85,"Drama,Romance",6.5,158,actress,Violet Touma,Ula Tabari,N,N,"actress,miscellaneous,director","tt0408306,tt11724798,tt5791098,tt2820386",False
tt3838028,Yeni Dünya,Yeni Dünya,2015,96,Drama,6.8,52,actress,Melek,Sükran Ovali,1985,N,actress,"tt3838028,tt5985288,tt4312318,tt7356148",False
tt3838728,Bang Gang: A Modern Love Story,Bang Gang (une histoire d'amour moderne),2015,98,"Drama,Romance",5.5,3125,actress,Laetitia,Daisy Broom,N,N,actress,"tt3655522,tt3838728,tt1315962,tt3098306",False
tt3839252,The Promotion,Amok,2014,84,Drama,5.6,147,actress,Andrea,Heike Hanold-Lynch,1962,N,"actress,miscellaneous","tt2278388,tt1401152,tt0976051,tt1371111",False
tt3839316,Iza sna,Iza sna,2014,73,Drama,7.6,44,actor,Sanjin,Krunoslav Belko,1971,N,"actor,miscellaneous","tt0210629,tt3839316,tt0289360,tt1930421",True
tt3840002,Uma Cidade Entre Nós,Uma Cidade Entre Nós,2015,62,Drama,8.2,26,actor,Nuno,Miguel Coutinho,N,N,actor,"tt1674941,tt3840002,tt1710588,tt12479464",False
tt3840096,Caught Between the Two,Caught Between the Two,2016,72,Drama,5.6,11,actress,Jasmine,Jaye Alexander,N,N,"actress,cinematographer,miscellaneous","tt5860852,tt3506046,tt12281046,tt4686168",True
tt3840534,Junooniyat,Junooniyat,2016,155,"Drama,Romance",4.1,910,actress,Mishti,Hrishitaa Bhatt,1981,N,"actress,producer","tt0819777,tt0362696,tt0249371,tt2211174",False
tt3840576,If You Were Me 6,Eo-tteon si-seon,2013,109,Drama,6.4,13,actor,Seon-jae (segment Ice River),Myoung Gong,1994,N,"actor,composer","tt6385752,tt15340724,tt9541602,tt5950452",False
tt3841450,Portrait of the Artist,Le dos rouge,2014,127,Drama,5.9,196,actress,Célia Bhy,Jeanne Balibar,1968,N,"actress,writer,soundtrack","tt0115928,tt10199590,tt6411984,tt6543652",False
tt3842562,En la ciudad sin brújula,En la ciudad sin brújula,2018,N,Drama,7.2,8,actress,Limpiadora,Natacha Flores Beazarte,N,N,actress,tt3842562,False
tt3842994,Marzipan Flowers,Prahim shel Martzipan,2014,74,Drama,7.7,25,actress,Hadas Rigel,Nuli Omer,1960,N,actress,"tt3842994,tt0105416,tt0133346,tt0100490",False
tt3843088,Labour of Love,Asha Jaoar Majhe,2014,84,Drama,8.0,1202,actor,Man,Ritwick Chakraborty,1977,N,actor,"tt10217550,tt10294858,tt5304172,tt3028362",False
tt3843180,Seun: 81457397BG,Seun: 81457397BG,2014,88,Drama,6.4,37,actor,Paul van Rensburg,Deànré Reiners,N,N,actor,"tt3843180,tt6149936,tt5821968,tt5578908",False
tt3843502,Ohne Dich,Ohne Dich,2014,90,"Drama,Romance",6.2,89,actress,Rosa,Katja Riemann,1963,N,"actress,soundtrack","tt2987732,tt0114523,tt0118682,tt0298131",False
tt3843748,Homestate,Homestate,2016,85,Drama,6.2,491,actress,Pearl,Grace Love,N,N,actress,"tt3843748,tt2854222",True
tt3845742,Greed,Kamkam,2014,48,Drama,6.6,16,actress,N,Sunshine Dizon,1983,N,"actress,producer,director","tt0441919,tt1010358,tt0856128,tt0479722",False
tt3845758,Sturm Und Drang,Shutorumu Unto Doranku,2014,N,Drama,7.4,6,actress,Emile,Emiko Nakamura,1974,N,"actress,miscellaneous","tt0278372,tt0197157,tt1258913,tt3845758",False
tt3847450,Causa & Efeito,Causa & Efeito,2014,101,Drama,5.3,52,actor,N,Luis Serra,1937,N,actor,"tt0082912,tt0089424,tt0977642,tt0144777",False
tt3847958,Happy 40th,Happy 40th,2015,100,Drama,6.3,73,actor,Limo driver #2,Duane Pinto,N,N,actor,tt3847958,True
tt3848036,Promises,Promises,2020,112,"Drama,Romance",5.8,81,actress,Mac,Kim Jackson Davis,N,N,actress,"tt7369974,tt11083696,tt11006642,tt5051400",False
tt3848072,Stuff,Stuff,2015,98,Drama,5.6,380,actress,Deb Murdoch,Yvonne Jung,1969,N,actress,"tt0108757,tt0411011,tt3848072,tt0197182",True
tt3848174,Graziella,Graziella,2015,99,Drama,6.4,29,actress,Graziella,Rossy de Palma,1964,N,actress,"tt0913425,tt4326444,tt12618926,tt0095675",False
tt3848304,Spin the Plate,Spin the Plate,2018,111,Drama,8.9,15,actor,Francis Mangianoni,Dan Merriman,N,N,"actor,camera_department","tt0275761,tt1429382,tt0370295,tt3848304",True
tt3848664,I Used to Live Here,I Used to Live Here,2014,80,Drama,6.9,104,actor,David,Ross Geraghty,N,N,actor,tt3848664,True
tt3849370,Kidnapped in Romania,Kidnapped in Romania,2016,88,Drama,2.5,211,actor,Mihai,Michael Madsen,1957,N,"actor,producer,writer","tt3460252,tt0105236,tt0114508,tt0266697",False
