id,tituloPincipal,tituloOriginal,anoLancamento,tempoMinutos,genero,notaMedia,numeroVotos,generoArtista,personagem,nomeArtista,anoNascimento,anoFalecimento,profissao,titulosMaisConhecidos
tt14799960,A Week in Paradise,A Week in Paradise,2022,95,Romance,4.2,241,actress,Maggie,Malin Akerman,1978,N,"actress,producer,soundtrack","tt2118624,tt0408839,tt0409459,tt1336608"
tt14799960,A Week in Paradise,A Week in Paradise,2022,95,Romance,4.2,241,actor,Christopher,Jack Donnelly,N,N,actor,"tt6387232,tt20420930,tt2705602,tt3762766"
tt14813878,Gameboys: The Movie,Gameboys: The Movie,2021,107,Romance,7.7,326,actor,Cairo,Elijah Canlas,N,N,"actor,soundtrack,composer","tt12257158,tt11156674,tt10822428,tt11530234"
tt14813878,Gameboys: The Movie,Gameboys: The Movie,2021,107,Romance,7.7,326,actress,Pearl,Adrianna So,N,N,actress,"tt20864200,tt12508898,tt11511108,tt21100400"
tt14813878,Gameboys: The Movie,Gameboys: The Movie,2021,107,Romance,7.7,326,actor,Gavreel,Kokoy De Santos,1998,N,actor,"tt11965688,tt11017646,tt12508898,tt14813878"
tt14813878,Gameboys: The Movie,Gameboys: The Movie,2021,107,Romance,7.7,326,actor,Terrence,Kyle Velino,N,N,actor,"tt0399989,tt14813878,tt10719524,tt12508898"
tt14818550,Quarantine for Two,Quarantine for Two,2021,85,Romance,7.4,20,actress,Kenzie,Whitney Palmer,N,N,"actress,casting_director,music_department","tt14818550,tt4236770,tt5361488,tt10700392"
tt14818550,Quarantine for Two,Quarantine for Two,2021,85,Romance,7.4,20,actress,Sarah,Ana Katia,N,N,actress,"tt21072528,tt14818550"
tt14818550,Quarantine for Two,Quarantine for Two,2021,85,Romance,7.4,20,actor,Chase's Father,Alan Peterson,N,N,"actor,producer,director","tt0181299,tt7751192,tt1260360,tt1401597"
tt14818550,Quarantine for Two,Quarantine for Two,2021,85,Romance,7.4,20,actor,Chase,Mason D. Davis,N,N,"actor,writer,producer","tt8814500,tt9747626,tt14025212,tt13491628"
tt14831708,Diary of a Fleeting Affair,Chronique d'une liaison passagère,2022,100,Romance,7.4,507,actor,Manu,Maxence Tual,N,N,actor,"tt3149578,tt9078936,tt11013434,tt5771710"
tt14831708,Diary of a Fleeting Affair,Chronique d'une liaison passagère,2022,100,Romance,7.4,507,actress,Louise,Georgia Scalliet,1986,N,actress,"tt18453056,tt14831708,tt9812666,tt4302562"
tt14831708,Diary of a Fleeting Affair,Chronique d'une liaison passagère,2022,100,Romance,7.4,507,actor,Simon,Vincent Macaigne,1978,N,"actor,writer,director","tt6147954,tt2278889,tt11967116,tt4370784"
tt14831708,Diary of a Fleeting Affair,Chronique d'une liaison passagère,2022,100,Romance,7.4,507,actress,Charlotte,Sandrine Kiberlain,1968,N,"actress,director,soundtrack","tt0269329,tt1285246,tt13328732,tt0112951"
tt14849138,Blue Moon Ball,Blue Moon Ball,2021,95,Romance,5.8,101,actress,Heather Pick,Leah N.H. Philpott,N,N,"actress,casting_department","tt1268797,tt2083379,tt4941722,tt8545636"
tt14849138,Blue Moon Ball,Blue Moon Ball,2021,95,Romance,5.8,101,actor,Sean,Eric Lutz,N,N,actor,"tt16043770,tt23784102,tt14849138"
tt14849138,Blue Moon Ball,Blue Moon Ball,2021,95,Romance,5.8,101,actress,Judith,Lisa Long,N,N,"actress,producer,miscellaneous","tt13604988,tt1586680,tt15566292,tt14849138"
tt14849138,Blue Moon Ball,Blue Moon Ball,2021,95,Romance,5.8,101,actress,Grace Montague,Ashley Newbrough,1987,N,"actress,producer","tt2295809,tt16047292,tt9168416,tt1197567"
tt14865506,What Did You Eat Yesterday?,What Did You Eat Yesterday?,2021,120,Romance,7.2,274,actor,Yu Miyake,Makita Sports,1970,N,actor,"tt4473370,tt9271566,tt1462667,tt12681644"
tt14865506,What Did You Eat Yesterday?,What Did You Eat Yesterday?,2021,120,Romance,7.2,274,actor,Daisaku Kohinata,Kôji Yamamoto,1976,N,"actor,director,miscellaneous","tt0406466,tt0482107,tt10333650,tt10737918"
tt14865506,What Did You Eat Yesterday?,What Did You Eat Yesterday?,2021,120,Romance,7.2,274,actor,Wataru Inoue,Hayato Isomura,1992,N,actor,"tt4727580,tt5081340,tt5811926,tt6306178"
tt14865506,What Did You Eat Yesterday?,What Did You Eat Yesterday?,2021,120,Romance,7.2,274,actor,Kenji Yabuki,Seiyô Uchino,1968,N,actor,"tt1436045,tt1529721,tt0115431,tt0421451"
tt14865506,What Did You Eat Yesterday?,What Did You Eat Yesterday?,2021,120,Romance,7.2,274,actress,Yoshie Uemachi,Atsuko Takaizumi,N,N,actress,"tt9657792,tt14865506,tt2183372,tt3301786"
tt14865506,What Did You Eat Yesterday?,What Did You Eat Yesterday?,2021,120,Romance,7.2,274,actor,Shiro Kakei,Hidetoshi Nishijima,1971,N,actor,"tt2013293,tt1268912,tt14039582,tt0197730"
tt14960572,Love in Bloom,Love in Bloom,2022,120,Romance,6.2,221,actress,Amelia Hart,Susie Abromeit,1982,N,"actress,producer,writer","tt10327252,tt1135985,tt1217613,tt2357547"
tt14960572,Love in Bloom,Love in Bloom,2022,120,Romance,6.2,221,actor,Mr. Poppy,Steven Tandy,1952,N,"actor,writer","tt0495020,tt0879688,tt0075281,tt1060255"
tt14960572,Love in Bloom,Love in Bloom,2022,120,Romance,6.2,221,actress,Mrs. Poppy,Monette Lee,N,N,"actress,art_department,director","tt5038078,tt12546872,tt3088238,tt5779140"
tt14960572,Love in Bloom,Love in Bloom,2022,120,Romance,6.2,221,actor,Grayson,Julian Haig,N,N,actor,"tt2193021,tt9755726,tt5420376,tt12618418"
tt14993294,Love Siyappa,Love Siyappa,2020,N,Romance,8.6,5,actress,N,Hina Altaf,N,N,actress,"tt14993294,tt14993276,tt21653828,tt11318108"
tt14993294,Love Siyappa,Love Siyappa,2020,N,Romance,8.6,5,actor,N,Wahaj Ali,N,N,actor,"tt12826608,tt14993294,tt16531958,tt11117482"
tt14993294,Love Siyappa,Love Siyappa,2020,N,Romance,8.6,5,actress,N,Maria Wasti,1980,N,actress,"tt3867586,tt10218974,tt3852622,tt1095421"
tt15048212,Come Closer,Der Siebzehnte,2020,75,Romance,3.9,28,actor,N,Devid Striesow,1973,N,actor,"tt1016150,tt0363163,tt0384369,tt0813547"
tt15048212,Come Closer,Der Siebzehnte,2020,75,Romance,3.9,28,actress,N,Saskia Walker,N,N,"director,actress,writer","tt9047474,tt15048212,tt2661644,tt4357582"
tt15048212,Come Closer,Der Siebzehnte,2020,75,Romance,3.9,28,actor,N,Ralf Walker,N,N,"writer,director,actor","tt4357582,tt15048212"
tt15048212,Come Closer,Der Siebzehnte,2020,75,Romance,3.9,28,actor,N,Jörg Janzer,N,N,actor,tt15048212
tt15071228,Saki Ja!,Saki Ja!,2021,88,Romance,3.6,39,actor,Talis,Jurijs Djakonovs,N,N,actor,"tt12327734,tt15071228,tt6442686,tt9768634"
tt15071228,Saki Ja!,Saki Ja!,2021,88,Romance,3.6,39,actor,Ivars,Nauris Brikmanis,N,N,actor,"tt11552296,tt16276800,tt15071228,tt11555056"
tt15071228,Saki Ja!,Saki Ja!,2021,88,Romance,3.6,39,actress,Zane,Lelde Dreimane,N,N,actress,"tt15071228,tt3347976,tt5114588,tt8198998"
tt15071228,Saki Ja!,Saki Ja!,2021,88,Romance,3.6,39,actress,Alex,Evelina Parkere,N,N,"actress,producer","tt11586500,tt15071228"
tt15081946,Manchi Rojulochaie,Manchi Rojulochaie,2021,142,Romance,4.6,402,actor,Banda Babu,Harsha Chemudu,1991,N,"actor,producer,director","tt13358084,tt13664684,tt13097434,tt8484586"
tt15081946,Manchi Rojulochaie,Manchi Rojulochaie,2021,142,Romance,4.6,402,actor,Gundu Gopalam,Ajay Ghosh,N,N,actor,"tt7392212,tt7485482,tt15081946,tt9389998"
tt15081946,Manchi Rojulochaie,Manchi Rojulochaie,2021,142,Romance,4.6,402,actor,N,Srikanth Iyengar,1970,N,actor,"tt21301666,tt8388508,tt13914000,tt8269248"
tt15081946,Manchi Rojulochaie,Manchi Rojulochaie,2021,142,Romance,4.6,402,actor,N,Vennela Kishore,1980,N,"actor,director","tt20850406,tt4992086,tt11199356,tt3230300"
tt15138462,Tug of War,Vuta N'Kuvute,2021,92,Romance,7.4,43,actor,Denge,Gudrun Columbus Mwanyika,N,N,actor,tt15138462
tt15138462,Tug of War,Vuta N'Kuvute,2021,92,Romance,7.4,43,actress,Yasmin,Ikhlas Gafur Vora,N,N,actress,tt15138462
tt15138462,Tug of War,Vuta N'Kuvute,2021,92,Romance,7.4,43,actress,Mwajuma,Siti Amina,N,N,actress,tt15138462
tt15138462,Tug of War,Vuta N'Kuvute,2021,92,Romance,7.4,43,actor,Pazi,Lukman Ali,N,N,actor,tt15138462
tt15164524,Merise Merise,Merise Merise,2021,122,Romance,6.9,709,actor,Chaitu,Prasad Bolisetti,N,N,actor,tt15164524
tt15164524,Merise Merise,Merise Merise,2021,122,Romance,6.9,709,actor,Harish Friend #2,Balu,N,N,actor,tt15164524
tt15164524,Merise Merise,Merise Merise,2021,122,Romance,6.9,709,actor,N,Mani Aegurla,N,N,actor,tt15164524
tt15164524,Merise Merise,Merise Merise,2021,122,Romance,6.9,709,actor,Waiter,Nitesh Chowhan,N,N,,tt15164524
tt15164524,Merise Merise,Merise Merise,2021,122,Romance,6.9,709,actor,Harish Friend #3,Bharath,N,N,actor,tt15164524
tt15164524,Merise Merise,Merise Merise,2021,122,Romance,6.9,709,actress,N,Shweta Avasthi,N,N,actress,"tt15164524,tt10081238,tt11905726"
tt15164524,Merise Merise,Merise Merise,2021,122,Romance,6.9,709,actor,Photographer Joe,Chandrashekhar,N,N,actor,tt15164524
tt15170506,Jind Mahi,Jind Mahi,2022,130,Romance,5.5,129,actor,Aatma Singh,Sukhwinder Chahal,N,N,actor,"tt2377938,tt8291224,tt2699840,tt2658126"
tt15170506,Jind Mahi,Jind Mahi,2022,130,Romance,5.5,129,actor,Mr Sharma,Hiten Patel,N,N,"actor,miscellaneous","tt12594678,tt0088512,tt4192812,tt13675862"
tt15170506,Jind Mahi,Jind Mahi,2022,130,Romance,5.5,129,actor,Pinder Mann,Gurnam Bhullar,1995,N,"actor,music_department,composer","tt9390194,tt8765700,tt8665634,tt9390254"
tt15170506,Jind Mahi,Jind Mahi,2022,130,Romance,5.5,129,actress,Laado,Sonam Bajwa,1989,N,actress,"tt8206708,tt5953594,tt10984686,tt11122316"
tt15174062,Ex Ex Ex,Ex Ex Ex,2021,70,Romance,4.8,11,actress,Alice,Dee Herlihy,1985,N,"actress,writer,producer","tt2882426,tt1564051,tt2056658,tt3044834"
tt15174062,Ex Ex Ex,Ex Ex Ex,2021,70,Romance,4.8,11,actor,Ben,Ryan Balas,1985,N,"cinematographer,writer,director","tt15507800,tt2882426,tt4257962,tt7107342"
tt15212810,Premam Poojyam,Premam Poojyam,2021,173,Romance,7.8,523,actress,Heroine,Aindrita Ray,1985,N,actress,"tt8512694,tt3812238,tt3422416,tt2922076"
tt15212810,Premam Poojyam,Premam Poojyam,2021,173,Romance,7.8,523,actor,Hero,Prem Kumar,N,N,actor,"tt6807750,tt5372676,tt3148392,tt3006554"
tt15212810,Premam Poojyam,Premam Poojyam,2021,173,Romance,7.8,523,actor,Friend,Master Anand,N,N,"director,actor,miscellaneous","tt0314665,tt13907068,tt10295478,tt14838734"
tt15212810,Premam Poojyam,Premam Poojyam,2021,173,Romance,7.8,523,actress,Heroine,Brinda Acharya,N,N,actress,tt15212810
tt15214902,Love in Aruba,Love in Aruba,2021,99,Romance,6.6,269,actor,Tony,K. Danor Gerald,N,N,"actor,producer,director","tt12267750,tt7904940,tt1270114,tt0840322"
tt15214902,Love in Aruba,Love in Aruba,2021,99,Romance,6.6,269,actress,Amber,Sashleigha Hightower,N,N,actress,"tt15214902,tt14701278,tt16578886,tt15769428"
tt15214902,Love in Aruba,Love in Aruba,2021,99,Romance,6.6,269,actress,Macey,Scarlett Hazen,N,N,actress,"tt11505682,tt16612852,tt15214902,tt12590438"
tt15214902,Love in Aruba,Love in Aruba,2021,99,Romance,6.6,269,actor,Connor,David McConnell,1970,N,"actor,producer","tt1124035,tt0118024,tt9075778,tt0200469"
tt15216236,Amusia,Amusia,2022,91,Romance,7.9,14,actor,Lucio,Giampiero De Concilio,1999,N,actor,"tt2049116,tt15213704,tt15216236,tt8589792"
tt15216236,Amusia,Amusia,2022,91,Romance,7.9,14,actress,N,Fanny Ardant,1949,N,"actress,director,writer","tt0127536,tt0086551,tt0283832,tt9172422"
tt15216236,Amusia,Amusia,2022,91,Romance,7.9,14,actress,Livia,Carlotta Gamba,1997,N,actress,"tt13684248,tt13932304,tt12005620,tt15216236"
tt15216236,Amusia,Amusia,2022,91,Romance,7.9,14,actor,N,Adriano Chiaramida,1941,N,actor,"tt1726834,tt2259665,tt0095866,tt0086779"
tt15216236,Amusia,Amusia,2022,91,Romance,7.9,14,actor,N,Maurizio Lombardi,N,N,actor,"tt5981944,tt7572868,tt5294550,tt13594058"
tt15227890,Sulle nuvole,Sulle nuvole,2022,N,Romance,5.8,42,actress,Francesca,Barbara Ronchi,N,N,actress,"tt18272852,tt12673488,tt4746506,tt13113298"
tt15227890,Sulle nuvole,Sulle nuvole,2022,N,Romance,5.8,42,actress,madre Francesca,Bettina Giovannini,1958,N,actress,"tt0188071,tt0328797,tt0100881,tt0204098"
tt15227890,Sulle nuvole,Sulle nuvole,2022,N,Romance,5.8,42,actor,Nic Vega,Marco Cocci,1974,N,"actor,composer,producer","tt5433398,tt3554590,tt0285122,tt21083532"
tt15227890,Sulle nuvole,Sulle nuvole,2022,N,Romance,5.8,42,actor,Riccardo,Paolo Briguglia,1974,N,"actor,director,writer","tt2421274,tt2166734,tt0329042,tt0284741"
tt15241580,You Are the One,Ngo dik 100 fun nam yau,2020,N,Romance,6.2,8,actress,N,Kandy Wong,N,N,actress,"tt3824950,tt20205004,tt3038556,tt15241580"
tt15241580,You Are the One,Ngo dik 100 fun nam yau,2020,N,Romance,6.2,8,actor,Jason,Cheuk-Hei Woo,N,N,actor,"tt15241580,tt10423286,tt11076480,tt13268956"
tt15241580,You Are the One,Ngo dik 100 fun nam yau,2020,N,Romance,6.2,8,actress,Angel,Rose Ma,N,N,actress,tt15241580
tt15241580,You Are the One,Ngo dik 100 fun nam yau,2020,N,Romance,6.2,8,actor,Fun,Carlos Chan,1986,N,"actor,producer","tt8591352,tt1156506,tt5805026,tt11469352"
tt15241580,You Are the One,Ngo dik 100 fun nam yau,2020,N,Romance,6.2,8,actress,Po,Gladys Li,N,N,actress,"tt7336572,tt22504932,tt14099796,tt22325980"
tt15241580,You Are the One,Ngo dik 100 fun nam yau,2020,N,Romance,6.2,8,actor,Wing,Ka-Ki Sham,N,N,actor,"tt7521990,tt9395448,tt15618938,tt22000856"
tt15241580,You Are the One,Ngo dik 100 fun nam yau,2020,N,Romance,6.2,8,actress,Susan Kwan,Elva Ni,1987,N,actress,"tt4304408,tt2075310,tt3503838,tt2186715"
tt15251154,Badboys and Bridesmaids,Badboys and Bridesmaids,2021,N,Romance,7.9,24,actor,Olisa,Jide Kene Achufusi,N,N,actor,"tt19704920,tt7704004,tt19377616,tt15251154"
tt15251154,Badboys and Bridesmaids,Badboys and Bridesmaids,2021,N,Romance,7.9,24,actress,Jola,Idia Aisien,1991,N,actor,"tt15251154,tt13809646,tt11892508"
tt15251154,Badboys and Bridesmaids,Badboys and Bridesmaids,2021,N,Romance,7.9,24,actor,Force 1,Ademola Adedoyin,N,N,actor,"tt9208732,tt3206616,tt18076798,tt8193396"
tt15251154,Badboys and Bridesmaids,Badboys and Bridesmaids,2021,N,Romance,7.9,24,actress,Simi,Rosemary Abazie,N,N,actress,"tt15251154,tt13445916,tt13540496,tt15830504"
tt15261550,Lily Darling,Lily Darling,2022,100,Romance,7.4,16,actor,Coal,Nate Flynn,N,N,actor,"tt14469826,tt14743450,tt15426756,tt15261550"
tt15261550,Lily Darling,Lily Darling,2022,100,Romance,7.4,16,actress,Darling,Reilly Rose,N,N,"director,actress,assistant_director","tt14469826,tt15261550,tt21342476,tt11799052"
tt15261550,Lily Darling,Lily Darling,2022,100,Romance,7.4,16,actor,Ollie,Jake Blakeslee,N,N,actor,"tt14469826,tt15261550,tt13440300,tt11743330"
tt15261550,Lily Darling,Lily Darling,2022,100,Romance,7.4,16,actress,Star,Shanel Cheatham,2003,N,actress,"tt15261550,tt7765778,tt14469318,tt15524132"
tt15282112,Bablee,Bablee,2022,130,Romance,9.6,15,actor,Kiran,Chauthmol Aniruddha,N,N,actor,tt15282112
tt15282112,Bablee,Bablee,2022,130,Romance,9.6,15,actor,Satish,Gaggn Gajarlwwar,N,N,actor,tt6676452
tt15282112,Bablee,Bablee,2022,130,Romance,9.6,15,actor,Anita,Dhote Kanchan,N,N,actor,tt15282112
tt15282112,Bablee,Bablee,2022,130,Romance,9.6,15,actor,Rakesh,Dadgal Nilesh,N,N,actor,tt15282112
tt15295240,Love 360,Love 360,2022,120,Romance,7.3,231,actress,Shilpa,Kavya Shasthri,N,N,actress,"tt15295240,tt1757705,tt6790222,tt6177392"
tt15295240,Love 360,Love 360,2022,120,Romance,7.3,231,actress,N,Rachana Inder,1999,N,actress,"tt14773976,tt10919132,tt18184012,tt15295240"
tt15295240,Love 360,Love 360,2022,120,Romance,7.3,231,actor,Singel,Sajjad Dolati,N,N,"actor,casting_department,casting_director","tt7762982,tt1360860,tt7203412,tt9817070"
tt15295240,Love 360,Love 360,2022,120,Romance,7.3,231,actor,N,Praveen,N,N,actor,tt15295240
tt15310236,Pratighat,Pratighat,2021,138,Romance,4.4,40,actor,N,Meghna Haldar,N,N,actor,tt4677434
tt15310236,Pratighat,Pratighat,2021,138,Romance,4.4,40,actor,N,Supriyo Dutta,N,N,actor,"tt3812238,tt5830022,tt1443519,tt2770974"
tt15310236,Pratighat,Pratighat,2021,138,Romance,4.4,40,actress,Shreya,Darshana Banik,N,N,actress,"tt16914952,tt10488710,tt8396272,tt15600582"
tt15310236,Pratighat,Pratighat,2021,138,Romance,4.4,40,actress,N,Payel Sarkar,1978,N,actress,"tt8051738,tt1390838,tt3812238,tt4773064"
tt15310236,Pratighat,Pratighat,2021,138,Romance,4.4,40,actress,N,Priyanka Sarkar,1990,N,actress,"tt7099142,tt6139026,tt3602260,tt3479858"
tt15310236,Pratighat,Pratighat,2021,138,Romance,4.4,40,actor,N,Soham Chakraborty,1984,N,"actor,producer","tt7998046,tt7279232,tt7351182,tt3091982"
tt15310236,Pratighat,Pratighat,2021,138,Romance,4.4,40,actor,N,Sabyasachi Chakrabarty,1956,N,actor,"tt0437407,tt9074804,tt0164538,tt5235020"
tt15310668,7 Days 6 Nights,7 Days 6 Nights,2022,101,Romance,6.6,54,actor,Anand,Sumanth Ashwin,N,N,"actor,producer","tt5795382,tt0962746,tt15310668,tt0471862"
tt15310668,7 Days 6 Nights,7 Days 6 Nights,2022,101,Romance,6.6,54,actress,Rathika,Meher Chahal,N,N,actress,tt15310668
tt15310668,7 Days 6 Nights,7 Days 6 Nights,2022,101,Romance,6.6,54,actress,Ameya,Kritika Shetty,N,N,actress,tt15310668
tt15310668,7 Days 6 Nights,7 Days 6 Nights,2022,101,Romance,6.6,54,actor,Mangalam,Rohan,N,N,actor,tt15310668
tt15358794,Sadece Bir Gece,Sadece Bir Gece,2022,108,Romance,6.6,24,actress,Begum,Tuba Ünsal,1981,N,"actress,costume_designer,soundtrack","tt6051216,tt1700494,tt19246582,tt0339421"
tt15358794,Sadece Bir Gece,Sadece Bir Gece,2022,108,Romance,6.6,24,actor,Eren,Anil Altinoz,1980,N,actor,"tt5719222,tt19852514,tt9434968,tt11534356"
tt15358794,Sadece Bir Gece,Sadece Bir Gece,2022,108,Romance,6.6,24,actor,Onder,Gürgen Öz,1978,N,actor,"tt0827503,tt3475504,tt10731100,tt1587263"
tt15358794,Sadece Bir Gece,Sadece Bir Gece,2022,108,Romance,6.6,24,actor,Tamer,Cemal Hünal,1976,N,"actor,soundtrack,assistant_director","tt0216250,tt2261277,tt1147691,tt1322930"
tt15380124,Lonesome,Lonesome,2021,65,Romance,8.5,25,actor,Guy,Zach McLain,N,N,"actor,producer,production_designer","tt3212056,tt15380124,tt12825700,tt3009234"
tt15380124,Lonesome,Lonesome,2021,65,Romance,8.5,25,actor,Jim Guy's Roommate,Eric Halverson,N,N,actor,tt15380124
tt15380124,Lonesome,Lonesome,2021,65,Romance,8.5,25,actress,Roxie,Amber DeRuyter,N,N,actress,tt15380124
tt15380124,Lonesome,Lonesome,2021,65,Romance,8.5,25,actress,Mary Jim's Girlfriend,Carolyn Lyons,N,N,actress,N
tt15386622,Vellakkarante Kamuki,Vellakkarante Kamuki,2021,150,Romance,9.0,44,actor,N,Aniyappan,N,N,actor,"tt11100764,tt0430568,tt0425634,tt5606132"
tt15386622,Vellakkarante Kamuki,Vellakkarante Kamuki,2021,150,Romance,9.0,44,actress,Heroine,Adwaitha Manoj,N,N,actress,N
tt15386622,Vellakkarante Kamuki,Vellakkarante Kamuki,2021,150,Romance,9.0,44,actress,N,Anu Joseph,N,N,actress,"tt15386622,tt5996836,tt11615082,tt3982468"
tt15386622,Vellakkarante Kamuki,Vellakkarante Kamuki,2021,150,Romance,9.0,44,actor,N,Jaffer Idukki,N,N,actor,"tt10518176,tt12625756,tt22309314,tt2428298"
tt15386622,Vellakkarante Kamuki,Vellakkarante Kamuki,2021,150,Romance,9.0,44,actor,Hero,Randev,N,N,actor,tt15386622
tt15404468,"Finding Love in Big Sky, Montana","Finding Love in Big Sky, Montana",2022,87,Romance,6.3,131,actor,Sam Lake,Nathan Kehn,N,N,"actor,miscellaneous","tt15485002,tt5421708,tt21365892,tt18328824"
tt15404468,"Finding Love in Big Sky, Montana","Finding Love in Big Sky, Montana",2022,87,Romance,6.3,131,actress,Charlie Kwan,Raechel Wong,N,N,"actress,special_effects,art_department","tt14590210,tt14785192,tt13659418,tt13659434"
tt15404468,"Finding Love in Big Sky, Montana","Finding Love in Big Sky, Montana",2022,87,Romance,6.3,131,actor,Joshua Lake,Jonathan Stoddard,1984,N,"actor,producer,assistant_director","tt11898070,tt0069658,tt15233326,tt7406334"
tt15404468,"Finding Love in Big Sky, Montana","Finding Love in Big Sky, Montana",2022,87,Romance,6.3,131,actress,Paisley Sheridan,Hedy Nasser,N,N,"actress,producer","tt14115150,tt14732330,tt6128300,tt10584608"
tt15422932,O My Love,O My Love,2022,N,Romance,7.4,14,actor,N,Akshith Shashikumar,N,N,actor,"tt15422932,tt14488772"
tt15422932,O My Love,O My Love,2022,N,Romance,7.4,14,actor,N,Sadhu Kokila,1966,N,"actor,composer,music_department","tt7624228,tt9315438,tt4306300,tt2950478"
tt15422932,O My Love,O My Love,2022,N,Romance,7.4,14,actor,N,S. Narayan,N,N,"director,writer,actor","tt6138820,tt14786908,tt4966270,tt3171702"
tt15422932,O My Love,O My Love,2022,N,Romance,7.4,14,actor,N,Dev Gill,N,N,"actor,producer","tt1447500,tt21938826,tt2356180,tt8269248"
tt15422932,O My Love,O My Love,2022,N,Romance,7.4,14,actress,N,Sangeetha Anil,N,N,actress,"tt19731306,tt13600126,tt15422932"
tt15422932,O My Love,O My Love,2022,N,Romance,7.4,14,actress,N,Keerti Kalakeri,N,N,actress,"tt15422932,tt11396276"
tt15422932,O My Love,O My Love,2022,N,Romance,7.4,14,actress,N,Pavitra Lokesh,N,N,actress,"tt4431392,tt3142764,tt13640458,tt9558468"
tt15433860,Priyuraalu,Priyuraalu,2021,114,Romance,7.4,82,actor,N,Kaushik Reddy,N,N,actor,"tt13985888,tt15433860"
tt15433860,Priyuraalu,Priyuraalu,2021,114,Romance,7.4,82,actor,N,Prithvi Medavaram,N,N,actor,tt15433860
tt15433860,Priyuraalu,Priyuraalu,2021,114,Romance,7.4,82,actor,N,Kalapala Mounika,N,N,actor,tt15433860
tt15433860,Priyuraalu,Priyuraalu,2021,114,Romance,7.4,82,actress,N,Kamakshi Bhaskarla,1995,N,actress,"tt16404416,tt21935310,tt11725680,tt15433860"
tt15464452,143,143,2022,130,Romance,9.0,554,actor,N,Shweta Kharat,N,N,actor,"tt15464452,tt8180580"
tt15464452,143,143,2022,130,Romance,9.0,554,actress,Madhu,Shetal Ahirroa,N,N,,"tt10948286,tt15464452,tt6072742"
tt15464452,143,143,2022,130,Romance,9.0,554,actor,N,Yogesh Bhosale,N,N,"director,actor,writer","tt15464452,tt15464520"
tt15464452,143,143,2022,130,Romance,9.0,554,actress,Komal,Nivedita Pagar,N,N,actress,tt15464452
tt15465144,Pyar Kiya Toh Nibhana,Pyar Kiya Toh Nibhana,2021,142,Romance,8.4,12,actor,N,Khesari Lal Yadav,N,N,"actor,music_department","tt8836572,tt11011668,tt8836746,tt9803602"
tt15465144,Pyar Kiya Toh Nibhana,Pyar Kiya Toh Nibhana,2021,142,Romance,8.4,12,actor,Unknown,Muneer Lyati,1982,N,"location_management,assistant_director,editorial_department","tt4126476,tt2278871,tt0426459,tt6856242"
tt15465144,Pyar Kiya Toh Nibhana,Pyar Kiya Toh Nibhana,2021,142,Romance,8.4,12,actress,N,Kajal Raghwani,1990,N,actress,"tt15327740,tt8836746,tt4906870,tt8853410"
tt15478268,Love You Rachchu,Love You Rachchu,2021,138,Romance,5.8,74,actress,N,Rachita Ram,1990,N,actress,"tt3817652,tt8842764,tt8016262,tt10773124"
tt15478268,Love You Rachchu,Love You Rachchu,2021,138,Romance,5.8,74,actor,N,Ajay Rao,N,N,"actor,animation_department","tt7919994,tt3813880,tt5332192,tt5332216"
tt15478268,Love You Rachchu,Love You Rachchu,2021,138,Romance,5.8,74,actor,N,B. Suresh,N,N,actor,"tt7838252,tt11859872,tt4971308,tt3281912"
tt15478268,Love You Rachchu,Love You Rachchu,2021,138,Romance,5.8,74,actor,N,Raghu Shivamogga,N,N,"actor,director","tt15373694,tt9319844,tt15768510,tt8001954"
tt15478268,Love You Rachchu,Love You Rachchu,2021,138,Romance,5.8,74,actor,N,Achyuth Kumar,1966,N,actor,"tt2358592,tt7838252,tt15327088,tt6148156"
tt15478268,Love You Rachchu,Love You Rachchu,2021,138,Romance,5.8,74,actor,N,Aru Gowda,N,N,actor,"tt8933672,tt4975874,tt11639390,tt15478268"
tt15507800,Love Is a Map,Love Is a Map,2022,90,Romance,8.6,10,actress,Mary,Kristin Guerin,N,N,actress,"tt6706036,tt8124462,tt5032478,tt15507800"
tt15507800,Love Is a Map,Love Is a Map,2022,90,Romance,8.6,10,actress,Lisa,Jara Skagfjord,N,N,actress,"tt15468716,tt4643086,tt15507800"
tt15507800,Love Is a Map,Love Is a Map,2022,90,Romance,8.6,10,actress,Alissa,Rica de Ocampo,N,N,"actress,producer","tt3249654,tt4065214,tt7440940,tt15507800"
tt15507800,Love Is a Map,Love Is a Map,2022,90,Romance,8.6,10,actress,Annie,Sarah Traisman,N,N,"actress,writer,producer","tt15507800,tt21209564,tt23024026"
tt15507800,Love Is a Map,Love Is a Map,2022,90,Romance,8.6,10,actress,Maggie,Moira Stone,N,N,actress,"tt1347095,tt5769588,tt0297282,tt0411618"
tt15507800,Love Is a Map,Love Is a Map,2022,90,Romance,8.6,10,actor,David,Daniel Armando,N,N,"director,actor,writer","tt4868300,tt1884260,tt7390090,tt2882426"
tt15554670,Avalambika,Avalambika,2021,125,Romance,7.1,853,actress,N,Archana Shastry,N,N,"actress,costume_designer","tt0471862,tt0459205,tt0455663,tt0978698"
tt15554670,Avalambika,Avalambika,2021,125,Romance,7.1,853,actor,Friend,Kesava,N,N,actor,tt15554670
tt15554670,Avalambika,Avalambika,2021,125,Romance,7.1,853,actor,N,Sujay,N,N,,tt15554670
